Name,Annotation status,Annotation area,shore,country,locality ,site,strata,CIRRIPEDIO.A,MEJI.A,TUBO.A,aBareRock.A,COC.A,ENTEROMORP.A,FILA.A,ULVA.A,U.pinnatif.A,CIRRIPEDIO,DATIL,MEJI,P.imperfec,SPONGE1,TUBO,SAND,aBareRock,SHELLS,BRYOPSIS,CCA,CERAMIUM,CHAETOMORP,Cldph,COC,CODIUM,ColSin,DICTYOTA,ENTEROMORP,FILA,LEATHESIA,POLYSIPHON,RALFSIA,Scyto,ULVA,U.pinnatif
AR_PM_PC_LT_20181105_Q05_Auto.jpg,Confirmed,X: 0 - 100% / Y: 0 - 100%,Rocky shore,ARGENTINA,PUERTO MADRYN,PUNTA CUEVAS,LOWTIDE,0,0,0,16,9,2,9,64,0,0,0,0,0,0,7,0,54,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,32,0
AR_PM_PC_LT_20181105_Q06_Auto.jpg,Confirmed,X: 0 - 100% / Y: 0 - 100%,Rocky shore,ARGENTINA,PUERTO MADRYN,PUNTA CUEVAS,LOWTIDE,0,0,2,40,26,0,13,19,0,0,0,0,0,0,5,0,62,0,0,0,0,0,0,10,0,0,0,0,0,0,6,0,0,17,0
AR_PM_PC_LT_20181105_Q07_Auto.jpg,Confirmed,X: 0 - 100% / Y: 0 - 100%,Rocky shore,ARGENTINA,PUERTO MADRYN,PUNTA CUEVAS,LOWTIDE,0,0,5,38,34,1,2,20,0,0,0,0,0,0,4,0,57,0,0,0,0,0,0,16,0,0,0,0,0,0,3,0,0,20,0
AR_PM_PC_LT_20181105_Q08_Auto.jpg,Confirmed,X: 0 - 100% / Y: 0 - 100%,Rocky shore,ARGENTINA,PUERTO MADRYN,PUNTA CUEVAS,LOWTIDE,0,0,0,50,20,3,4,23,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,23,0,0,0,0,1,0,5,0,0,8,0
AR_PM_PC_LT_20181105_Q09_Auto.jpg,Confirmed,X: 0 - 100% / Y: 0 - 100%,Rocky shore,ARGENTINA,PUERTO MADRYN,PUNTA CUEVAS,LOWTIDE,0,0,2,24,18,1,12,43,0,0,0,0,0,0,2,0,48,0,0,0,0,0,0,18,0,0,0,0,1,0,14,0,0,17,0
AR_PM_PC_LT_20181105_Q10_Auto.jpg,Confirmed,X: 0 - 100% / Y: 0 - 100%,Rocky shore,ARGENTINA,PUERTO MADRYN,PUNTA CUEVAS,LOWTIDE,0,0,0,43,20,0,10,27,0,0,0,0,0,0,8,0,58,0,0,0,0,0,0,10,0,0,0,1,0,0,7,0,0,16,0
AR_PM_PC_MT_20181105_Q01_Auto.jpg,Confirmed,X: 0 - 100% / Y: 0 - 100%,Rocky shore,ARGENTINA,PUERTO MADRYN,PUNTA CUEVAS,MIDTIDE,0,91,0,6,0,0,0,1,0,3,0,90,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0
AR_PM_PC_MT_20181105_Q02_Auto.jpg,Confirmed,X: 0 - 100% / Y: 0 - 100%,Rocky shore,ARGENTINA,PUERTO MADRYN,PUNTA CUEVAS,MIDTIDE,4,89,0,4,0,0,0,0,0,6,0,88,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0
AR_PM_PC_MT_20181105_Q03_Auto.jpg,Confirmed,X: 0 - 100% / Y: 0 - 100%,Rocky shore,ARGENTINA,PUERTO MADRYN,PUNTA CUEVAS,MIDTIDE,1,80,0,13,0,0,0,2,0,5,0,82,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,2,0
AR_PM_PC_MT_20181105_Q04_Auto.jpg,Confirmed,X: 0 - 100% / Y: 0 - 100%,Rocky shore,ARGENTINA,PUERTO MADRYN,PUNTA CUEVAS,MIDTIDE,1,79,0,13,1,0,1,1,0,7,0,83,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0
AR_PM_PC_MT_20181105_Q05_Auto.jpg,Confirmed,X: 0 - 100% / Y: 0 - 100%,Rocky shore,ARGENTINA,PUERTO MADRYN,PUNTA CUEVAS,MIDTIDE,0,79,0,13,0,0,1,5,0,2,0,84,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,1,3,1,2,0
AR_PM_PC_MT_20181105_Q06_Auto.jpg,Confirmed,X: 0 - 100% / Y: 0 - 100%,Rocky shore,ARGENTINA,PUERTO MADRYN,PUNTA CUEVAS,MIDTIDE,0,92,0,4,1,0,0,0,0,4,0,87,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,1,1,0
AR_PM_PC_MT_20181105_Q07_Auto.jpg,Confirmed,X: 0 - 100% / Y: 0 - 100%,Rocky shore,ARGENTINA,PUERTO MADRYN,PUNTA CUEVAS,MIDTIDE,1,91,0,5,0,0,0,1,0,7,0,89,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
AR_PM_PC_MT_20181105_Q08_Auto.jpg,Confirmed,X: 0 - 100% / Y: 0 - 100%,Rocky shore,ARGENTINA,PUERTO MADRYN,PUNTA CUEVAS,MIDTIDE,0,97,0,2,0,0,0,1,0,5,0,94,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR_PM_PC_MT_20181105_Q09_Auto.jpg,Confirmed,X: 0 - 100% / Y: 0 - 100%,Rocky shore,ARGENTINA,PUERTO MADRYN,PUNTA CUEVAS,MIDTIDE,1,80,0,16,0,1,0,0,0,4,0,86,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0
AR_PM_PC_MT_20181105_Q10_Auto.jpg,Confirmed,X: 0 - 100% / Y: 0 - 100%,Rocky shore,ARGENTINA,PUERTO MADRYN,PUNTA CUEVAS,MIDTIDE,3,92,0,0,1,0,0,0,0,7,0,87,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0
AR_PM_PE_HT_20181025_Q01_Auto.jpg,Confirmed,X: 0 - 100% / Y: 0 - 100%,Rocky shore,ARGENTINA,PUERTO MADRYN,PUNTA ESTE,HIGHTIDE,0,2,0,35,0,59,0,4,0,11,0,1,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
AR_PM_PE_HT_20181025_Q02_Auto.jpg,Confirmed,X: 0 - 100% / Y: 0 - 100%,Rocky shore,ARGENTINA,PUERTO MADRYN,PUNTA ESTE,HIGHTIDE,10,0,0,81,0,9,0,0,0,4,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
AR_PM_PE_HT_20181025_Q03_Auto.jpg,Confirmed,X: 0 - 100% / Y: 0 - 100%,Rocky shore,ARGENTINA,PUERTO MADRYN,PUNTA ESTE,HIGHTIDE,1,0,0,88,0,11,0,0,0,2,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
AR_PM_PE_HT_20181025_Q04_Auto.jpg,Confirmed,X: 0 - 100% / Y: 0 - 100%,Rocky shore,ARGENTINA,PUERTO MADRYN,PUNTA ESTE,HIGHTIDE,0,0,0,90,0,9,1,0,0,3,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0
AR_PM_PE_HT_20181025_Q05_Auto.jpg,Confirmed,X: 0 - 100% / Y: 0 - 100%,Rocky shore,ARGENTINA,PUERTO MADRYN,PUNTA ESTE,HIGHTIDE,2,0,0,73,0,24,1,0,0,4,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,9,0,0,0,2,0,0,0
AR_PM_PE_HT_20181025_Q06_Auto.jpg,Confirmed,X: 0 - 100% / Y: 0 - 100%,Rocky shore,ARGENTINA,PUERTO MADRYN,PUNTA ESTE,HIGHTIDE,5,0,0,85,1,3,0,0,0,9,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
AR_PM_PE_HT_20181025_Q07_Auto.jpg,Confirmed,X: 0 - 100% / Y: 0 - 100%,Rocky shore,ARGENTINA,PUERTO MADRYN,PUNTA ESTE,HIGHTIDE,0,0,0,99,0,0,0,0,0,3,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0
AR_PM_PE_HT_20181025_Q08_Auto.jpg,Confirmed,X: 0 - 100% / Y: 0 - 100%,Rocky shore,ARGENTINA,PUERTO MADRYN,PUNTA ESTE,HIGHTIDE,0,0,0,45,0,55,0,0,0,1,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,32,0,0,0,4,0,0,0
AR_PM_PE_HT_20181025_Q09_Auto.jpg,Confirmed,X: 0 - 100% / Y: 0 - 100%,Rocky shore,ARGENTINA,PUERTO MADRYN,PUNTA ESTE,HIGHTIDE,11,0,0,67,0,15,1,0,0,11,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,11,0,0,0,17,0,0,0
AR_PM_PE_HT_20181025_Q10_Auto.jpg,Confirmed,X: 0 - 100% / Y: 0 - 100%,Rocky shore,ARGENTINA,PUERTO MADRYN,PUNTA ESTE,HIGHTIDE,0,0,0,64,0,36,0,0,0,1,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0
AR_PM_PE_LT_20181025_Q01_Auto.jpg,Confirmed,X: 0 - 100% / Y: 0 - 100%,Rocky shore,ARGENTINA,PUERTO MADRYN,PUNTA ESTE,LOWTIDE,0,0,0,3,54,20,11,12,0,0,1,1,1,0,0,0,6,0,0,0,5,0,0,60,0,1,0,6,9,0,0,0,0,10,0
AR_PM_PE_LT_20181025_Q02_Auto.jpg,Confirmed,X: 0 - 100% / Y: 0 - 100%,Rocky shore,ARGENTINA,PUERTO MADRYN,PUNTA ESTE,LOWTIDE,0,0,0,0,37,14,10,39,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,58,0,0,1,10,11,0,0,0,0,15,0
AR_PM_PE_LT_20181025_Q03_Auto.jpg,Confirmed,X: 0 - 100% / Y: 0 - 100%,Rocky shore,ARGENTINA,PUERTO MADRYN,PUNTA ESTE,LOWTIDE,0,0,0,0,13,3,52,27,4,0,1,0,0,0,0,0,1,0,0,0,2,0,0,2,0,1,0,3,77,0,0,0,0,9,4
AR_PM_PE_LT_20181025_Q04_Auto.jpg,Confirmed,X: 0 - 100% / Y: 0 - 100%,Rocky shore,ARGENTINA,PUERTO MADRYN,PUNTA ESTE,LOWTIDE,0,0,0,4,8,1,49,24,14,0,1,0,0,0,0,0,3,0,0,0,0,0,0,9,0,1,2,3,58,0,0,0,0,15,8
AR_PM_PE_LT_20181025_Q05_Auto.jpg,Confirmed,X: 0 - 100% / Y: 0 - 100%,Rocky shore,ARGENTINA,PUERTO MADRYN,PUNTA ESTE,LOWTIDE,0,1,0,1,9,1,48,39,1,0,0,1,1,0,1,0,2,0,0,0,0,0,0,9,0,1,0,3,54,1,0,0,0,23,4
AR_PM_PE_LT_20181025_Q06_Auto.jpg,Confirmed,X: 0 - 100% / Y: 0 - 100%,Rocky shore,ARGENTINA,PUERTO MADRYN,PUNTA ESTE,LOWTIDE,0,0,0,3,25,7,31,34,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,18,0,1,1,5,51,0,0,0,0,17,1
AR_PM_PE_LT_20181025_Q07_Auto.jpg,Confirmed,X: 0 - 100% / Y: 0 - 100%,Rocky shore,ARGENTINA,PUERTO MADRYN,PUNTA ESTE,LOWTIDE,0,0,0,2,45,10,17,26,0,0,1,1,1,0,1,0,2,0,0,0,0,0,0,58,0,1,1,10,10,1,0,0,0,13,0
AR_PM_PE_LT_20181025_Q08_Auto.jpg,Confirmed,X: 0 - 100% / Y: 0 - 100%,Rocky shore,ARGENTINA,PUERTO MADRYN,PUNTA ESTE,LOWTIDE,0,0,0,1,10,5,34,50,0,0,1,0,0,0,1,0,3,0,0,0,0,0,0,7,1,0,0,6,20,1,0,0,0,60,0
AR_PM_PE_LT_20181025_Q09_Auto.jpg,Confirmed,X: 0 - 100% / Y: 0 - 100%,Rocky shore,ARGENTINA,PUERTO MADRYN,PUNTA ESTE,LOWTIDE,0,0,0,0,19,15,22,44,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,13,0,1,0,52,13,1,0,1,0,14,1
AR_PM_PE_LT_20181025_Q10_Auto.jpg,Confirmed,X: 0 - 100% / Y: 0 - 100%,Rocky shore,ARGENTINA,PUERTO MADRYN,PUNTA ESTE,LOWTIDE,0,0,0,2,40,15,20,23,0,0,1,0,2,0,1,0,4,0,0,0,0,0,0,50,0,0,1,24,7,0,0,1,1,7,1
AR_PM_PE_MT_20181025_Q01_Auto.jpg,Confirmed,X: 0 - 100% / Y: 0 - 100%,Rocky shore,ARGENTINA,PUERTO MADRYN,PUNTA ESTE,MIDTIDE,4,92,0,1,2,0,0,0,0,5,0,90,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0
AR_PM_PE_MT_20181025_Q02_Auto.jpg,Confirmed,X: 0 - 100% / Y: 0 - 100%,Rocky shore,ARGENTINA,PUERTO MADRYN,PUNTA ESTE,MIDTIDE,1,91,0,3,0,0,0,0,0,3,0,89,0,0,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0
AR_PM_PE_MT_20181025_Q03_Auto.jpg,Confirmed,X: 0 - 100% / Y: 0 - 100%,Rocky shore,ARGENTINA,PUERTO MADRYN,PUNTA ESTE,MIDTIDE,0,98,0,1,0,0,0,0,0,1,0,96,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
AR_PM_PE_MT_20181025_Q04_Auto.jpg,Confirmed,X: 0 - 100% / Y: 0 - 100%,Rocky shore,ARGENTINA,PUERTO MADRYN,PUNTA ESTE,MIDTIDE,3,91,0,2,0,0,0,0,0,2,0,89,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
AR_PM_PE_MT_20181025_Q05_Auto.jpg,Confirmed,X: 0 - 100% / Y: 0 - 100%,Rocky shore,ARGENTINA,PUERTO MADRYN,PUNTA ESTE,MIDTIDE,6,77,0,6,0,4,0,0,0,6,0,83,0,0,0,0,2,0,3,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0
AR_PM_PE_MT_20181025_Q06_Auto.jpg,Confirmed,X: 0 - 100% / Y: 0 - 100%,Rocky shore,ARGENTINA,PUERTO MADRYN,PUNTA ESTE,MIDTIDE,0,84,0,3,4,3,0,1,0,2,0,85,0,0,0,0,3,0,3,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0
AR_PM_PE_MT_20181025_Q07_Auto.jpg,Confirmed,X: 0 - 100% / Y: 0 - 100%,Rocky shore,ARGENTINA,PUERTO MADRYN,PUNTA ESTE,MIDTIDE,0,95,0,3,2,0,0,0,0,1,0,92,0,0,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0
AR_PM_PE_MT_20181025_Q08_Auto.jpg,Confirmed,X: 0 - 100% / Y: 0 - 100%,Rocky shore,ARGENTINA,PUERTO MADRYN,PUNTA ESTE,MIDTIDE,2,87,0,7,0,1,0,0,0,2,0,86,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
AR_PM_PE_MT_20181025_Q09_Auto.jpg,Confirmed,X: 0 - 100% / Y: 0 - 100%,Rocky shore,ARGENTINA,PUERTO MADRYN,PUNTA ESTE,MIDTIDE,0,97,0,1,0,0,0,0,0,1,0,96,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
AR_PM_PE_MT_20181025_Q10_Auto.jpg,Confirmed,X: 0 - 100% / Y: 0 - 100%,Rocky shore,ARGENTINA,PUERTO MADRYN,PUNTA ESTE,MIDTIDE,0,93,0,1,6,0,0,0,0,1,0,94,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0
AR_PM_PL_HT_20181026_Q01_Auto.jpg,Confirmed,X: 0 - 100% / Y: 0 - 100%,Rocky shore,ARGENTINA,PUERTO MADRYN,PUNTA LOMA,HIGHTIDE,0,0,0,49,0,51,0,0,0,0,0,2,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0
AR_PM_PL_HT_20181026_Q02_Auto.jpg,Confirmed,X: 0 - 100% / Y: 0 - 100%,Rocky shore,ARGENTINA,PUERTO MADRYN,PUNTA LOMA,HIGHTIDE,0,0,0,65,0,35,0,0,0,0,0,1,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0
AR_PM_PL_HT_20181026_Q03_Auto.jpg,Confirmed,X: 0 - 100% / Y: 0 - 100%,Rocky shore,ARGENTINA,PUERTO MADRYN,PUNTA LOMA,HIGHTIDE,0,0,0,88,0,12,0,0,0,0,0,1,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
AR_PM_PL_HT_20181026_Q04_Auto.jpg,Confirmed,X: 0 - 100% / Y: 0 - 100%,Rocky shore,ARGENTINA,PUERTO MADRYN,PUNTA LOMA,HIGHTIDE,0,0,0,80,0,19,1,0,0,0,0,2,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0
AR_PM_PL_HT_20181026_Q05_Auto.jpg,Confirmed,X: 0 - 100% / Y: 0 - 100%,Rocky shore,ARGENTINA,PUERTO MADRYN,PUNTA LOMA,HIGHTIDE,0,0,0,72,1,27,0,0,0,0,0,2,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0
AR_PM_PL_HT_20181026_Q06_Auto.jpg,Confirmed,X: 0 - 100% / Y: 0 - 100%,Rocky shore,ARGENTINA,PUERTO MADRYN,PUNTA LOMA,HIGHTIDE,0,0,0,52,0,48,0,0,0,0,0,3,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0
AR_PM_PL_HT_20181026_Q07_Auto.jpg,Confirmed,X: 0 - 100% / Y: 0 - 100%,Rocky shore,ARGENTINA,PUERTO MADRYN,PUNTA LOMA,HIGHTIDE,0,0,0,33,0,67,0,0,0,0,0,1,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0
AR_PM_PL_HT_20181026_Q08_Auto.jpg,Confirmed,X: 0 - 100% / Y: 0 - 100%,Rocky shore,ARGENTINA,PUERTO MADRYN,PUNTA LOMA,HIGHTIDE,0,0,0,19,0,81,0,0,0,0,0,1,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0
AR_PM_PL_HT_20181026_Q09_Auto.jpg,Confirmed,X: 0 - 100% / Y: 0 - 100%,Rocky shore,ARGENTINA,PUERTO MADRYN,PUNTA LOMA,HIGHTIDE,0,0,0,29,0,71,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0
AR_PM_PL_HT_20181026_Q10_Auto.jpg,Confirmed,X: 0 - 100% / Y: 0 - 100%,Rocky shore,ARGENTINA,PUERTO MADRYN,PUNTA LOMA,HIGHTIDE,0,0,0,41,0,59,0,0,0,0,0,1,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0
AR_PM_PL_LT_20181026_Q01_Auto.jpg,Confirmed,X: 0 - 100% / Y: 0 - 100%,Rocky shore,ARGENTINA,PUERTO MADRYN,PUNTA LOMA,LOWTIDE,0,0,0,2,23,2,4,62,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,1,0,0,0,0,6,1,1,29,7
AR_PM_PL_LT_20181026_Q02_Auto.jpg,Confirmed,X: 0 - 100% / Y: 0 - 100%,Rocky shore,ARGENTINA,PUERTO MADRYN,PUNTA LOMA,LOWTIDE,0,0,0,1,24,0,9,65,1,0,1,0,1,0,1,0,3,0,0,1,0,0,0,59,0,2,0,0,0,0,0,2,0,23,7
AR_PM_PL_LT_20181026_Q03_Auto.jpg,Confirmed,X: 0 - 100% / Y: 0 - 100%,Rocky shore,ARGENTINA,PUERTO MADRYN,PUNTA LOMA,LOWTIDE,0,0,0,0,16,0,1,83,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,52,0,1,0,2,1,1,4,0,1,37,0
AR_PM_PL_LT_20181026_Q04_Auto.jpg,Confirmed,X: 0 - 100% / Y: 0 - 100%,Rocky shore,ARGENTINA,PUERTO MADRYN,PUNTA LOMA,LOWTIDE,0,1,0,0,9,1,7,75,7,0,1,0,0,0,0,0,1,0,0,0,0,0,0,49,0,0,0,1,0,0,5,2,1,33,7
AR_PM_PL_LT_20181026_Q05_Auto.jpg,Confirmed,X: 0 - 100% / Y: 0 - 100%,Rocky shore,ARGENTINA,PUERTO MADRYN,PUNTA LOMA,LOWTIDE,0,0,0,1,31,1,3,63,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,71,0,2,1,0,2,0,4,0,0,18,0
AR_PM_PL_LT_20181026_Q06_Auto.jpg,Confirmed,X: 0 - 100% / Y: 0 - 100%,Rocky shore,ARGENTINA,PUERTO MADRYN,PUNTA LOMA,LOWTIDE,0,0,0,0,37,0,3,59,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,60,0,1,0,1,4,1,5,0,0,24,1
AR_PM_PL_LT_20181026_Q07_Auto.jpg,Confirmed,X: 0 - 100% / Y: 0 - 100%,Rocky shore,ARGENTINA,PUERTO MADRYN,PUNTA LOMA,LOWTIDE,0,1,0,0,15,1,0,83,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,69,0,2,0,1,0,0,4,0,0,22,1
AR_PM_PL_LT_20181026_Q08_Auto.jpg,Confirmed,X: 0 - 100% / Y: 0 - 100%,Rocky shore,ARGENTINA,PUERTO MADRYN,PUNTA LOMA,LOWTIDE,0,0,0,0,32,0,1,67,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,59,0,3,0,0,5,0,3,1,1,24,1
AR_PM_PL_LT_20181026_Q09_Auto.jpg,Confirmed,X: 0 - 100% / Y: 0 - 100%,Rocky shore,ARGENTINA,PUERTO MADRYN,PUNTA LOMA,LOWTIDE,0,0,0,0,23,0,2,75,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,64,0,1,1,0,1,0,4,0,0,24,2
