Name,Date,habitat,country,locality,site,strata,Height..cm.,Latitude,Longitude,Depth,Camera,Photographer,Water.quality,Strobes,Framing.gear.used,White.balance.card,Comments,Annotation.status,Annotation.area,CNTR.A,CRB.A,MOB.A,SP.A,WPOT.A,SU.A,SC.A,MAA.A,MAEN.A,MAENRC.A,MAFG.A,MAFR.A,MAG.A,MALCB.A,MASB.A,MASG.A,CNTR,CRB,MOB,SP,WPOT,SU,SC,MAA,MAEN,MAENRC,MAFG,MAFR,MAG,MALCB,MASB,MASG
DSCN2661.jpg,26/10/2018,ROCKY SHORE,ARGENTINA,PUERTO MADRYN,PUNTA LOMA,HIGHTIDE,60,-42.81202756,-64.89174161,NA,COOLPIX AW130,Bigatti,INTERTIDAL.AUTO,0,50 X 50,0,Intertidal Argentina,Photoquadrat Robot,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,36,0,0,0,64,0,0,0,0,0,0,0,1,0,0,0,90,0,0,0,9,0,0,0,0,0
DSCN2662.jpg,26/10/2018,ROCKY SHORE,ARGENTINA,PUERTO MADRYN,PUNTA LOMA,HIGHTIDE,60,-42.81202756,-64.89174161,NA,COOLPIX AW130,Bigatti,INTERTIDAL.AUTO,0,50 X 50,0,Intertidal Argentina,Photoquadrat Robot,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,39,0,0,0,61,0,0,0,0,0,0,0,2,0,0,0,84,0,0,0,14,0,0,0,0,0
DSCN2663.jpg,26/10/2018,ROCKY SHORE,ARGENTINA,PUERTO MADRYN,PUNTA LOMA,HIGHTIDE,60,-42.81202756,-64.89174161,NA,COOLPIX AW130,Bigatti,INTERTIDAL.AUTO,0,50 X 50,0,Intertidal Argentina,Photoquadrat Robot,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,46,0,0,0,54,0,0,0,0,0,0,0,2,0,0,0,84,0,0,0,14,0,0,0,0,0
DSCN2664.jpg,26/10/2018,ROCKY SHORE,ARGENTINA,PUERTO MADRYN,PUNTA LOMA,HIGHTIDE,60,-42.81202756,-64.89174161,NA,COOLPIX AW130,Bigatti,INTERTIDAL.AUTO,0,50 X 50,0,Intertidal Argentina,Photoquadrat Robot,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,46,0,0,0,52,0,0,0,0,2,0,0,3,0,0,0,73,0,0,0,24,0,0,0,0,0
DSCN2665.jpg,26/10/2018,ROCKY SHORE,ARGENTINA,PUERTO MADRYN,PUNTA LOMA,HIGHTIDE,60,-42.81202756,-64.89174161,NA,COOLPIX AW130,Bigatti,INTERTIDAL.AUTO,0,50 X 50,0,Intertidal Argentina,Photoquadrat Robot,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,57,1,0,0,39,0,0,0,0,3,0,0,1,0,0,0,77,0,0,0,22,0,0,0,0,0
DSCN2666.jpg,26/10/2018,ROCKY SHORE,ARGENTINA,PUERTO MADRYN,PUNTA LOMA,HIGHTIDE,60,-42.81202756,-64.89174161,NA,COOLPIX AW130,Bigatti,INTERTIDAL.AUTO,0,50 X 50,0,Intertidal Argentina,Photoquadrat Robot,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,46,0,0,0,53,0,0,0,0,1,0,0,1,0,0,0,57,0,0,0,42,0,0,0,0,0
DSCN2667.jpg,26/10/2018,ROCKY SHORE,ARGENTINA,PUERTO MADRYN,PUNTA LOMA,HIGHTIDE,60,-42.81202756,-64.89174161,NA,COOLPIX AW130,Bigatti,INTERTIDAL.AUTO,0,50 X 50,0,Intertidal Argentina,Photoquadrat Robot,X: 0 - 100% / Y: 0 - 100%,0,0,1,0,0,0,73,2,0,0,22,0,0,0,0,2,0,0,0,0,0,0,73,0,0,0,27,0,0,0,0,0
DSCN2668.jpg,26/10/2018,ROCKY SHORE,ARGENTINA,PUERTO MADRYN,PUNTA LOMA,HIGHTIDE,60,-42.81202756,-64.89174161,NA,COOLPIX AW130,Bigatti,INTERTIDAL.AUTO,0,50 X 50,0,Intertidal Argentina,Photoquadrat Robot,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,46,0,0,0,54,0,0,0,0,0,0,0,1,0,0,0,79,0,0,0,20,0,0,0,0,0
DSCN8692.jpg,05/11/2018,ROCKY SHORE,ARGENTINA,PUERTO MADRYN,PUNTA CUEVAS,LOWTIDE,60,-42.77986,-65.00171,NA,COOLPIX AW130,Bigatti,INTERTIDAL.AUTO,0,50 X 50,0,Intertidal Argentina,Photoquadrat Robot,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,46,24,0,0,0,0,0,0,0,30,0,0,0,0,2,0,30,43,0,2,1,8,0,0,0,14
DSCN8693.jpg,05/11/2018,ROCKY SHORE,ARGENTINA,PUERTO MADRYN,PUNTA CUEVAS,LOWTIDE,60,-42.77986,-65.00171,NA,COOLPIX AW130,Bigatti,INTERTIDAL.AUTO,0,50 X 50,0,Intertidal Argentina,Photoquadrat Robot,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,63,15,0,0,0,0,0,0,0,22,0,0,0,0,8,0,71,5,0,0,4,3,0,0,0,9
DSCN8694.jpg,05/11/2018,ROCKY SHORE,ARGENTINA,PUERTO MADRYN,PUNTA CUEVAS,LOWTIDE,60,-42.77986,-65.00171,NA,COOLPIX AW130,Bigatti,INTERTIDAL.AUTO,0,50 X 50,0,Intertidal Argentina,Photoquadrat Robot,X: 0 - 100% / Y: 0 - 100%,0,0,2,0,0,0,72,13,0,0,0,3,0,0,0,10,0,0,0,0,0,0,62,22,0,0,0,4,0,0,0,12
DSCN8695.jpg,05/11/2018,ROCKY SHORE,ARGENTINA,PUERTO MADRYN,PUNTA CUEVAS,LOWTIDE,60,-42.77986,-65.00171,NA,COOLPIX AW130,Bigatti,INTERTIDAL.AUTO,0,50 X 50,0,Intertidal Argentina,Photoquadrat Robot,X: 0 - 100% / Y: 0 - 100%,0,0,1,0,0,0,59,18,0,0,0,4,0,0,0,18,0,0,0,1,18,0,58,21,0,0,0,2,0,0,0,0
DSCN8696.jpg,05/11/2018,ROCKY SHORE,ARGENTINA,PUERTO MADRYN,PUNTA CUEVAS,LOWTIDE,60,-42.77986,-65.00171,NA,COOLPIX AW130,Bigatti,INTERTIDAL.AUTO,0,50 X 50,0,Intertidal Argentina,Photoquadrat Robot,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,43,20,0,0,0,2,0,0,0,35,0,0,0,0,7,0,54,6,0,0,0,1,0,0,0,32
DSCN8697.jpg,05/11/2018,ROCKY SHORE,ARGENTINA,PUERTO MADRYN,PUNTA CUEVAS,LOWTIDE,60,-42.77986,-65.00171,NA,COOLPIX AW130,Bigatti,INTERTIDAL.AUTO,0,50 X 50,0,Intertidal Argentina,Photoquadrat Robot,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,67,2,0,0,6,0,0,0,0,25,0,0,0,0,5,0,62,10,0,0,0,6,0,0,0,17
DSCN8698.jpg,05/11/2018,ROCKY SHORE,ARGENTINA,PUERTO MADRYN,PUNTA CUEVAS,LOWTIDE,60,-42.77986,-65.00171,NA,COOLPIX AW130,Bigatti,INTERTIDAL.AUTO,0,50 X 50,0,Intertidal Argentina,Photoquadrat Robot,X: 0 - 100% / Y: 0 - 100%,0,1,0,0,0,0,29,8,0,0,0,2,0,0,0,60,0,0,0,0,4,0,57,16,0,0,0,3,0,0,0,20
DSCN8699.jpg,05/11/2018,ROCKY SHORE,ARGENTINA,PUERTO MADRYN,PUNTA CUEVAS,LOWTIDE,60,-42.77986,-65.00171,NA,COOLPIX AW130,Bigatti,INTERTIDAL.AUTO,0,50 X 50,0,Intertidal Argentina,Photoquadrat Robot,X: 0 - 100% / Y: 0 - 100%,0,0,1,0,0,0,50,4,0,0,1,1,0,0,0,43,0,0,0,0,0,0,63,23,0,0,0,6,0,0,0,8
DSCN8700.jpg,05/11/2018,ROCKY SHORE,ARGENTINA,PUERTO MADRYN,PUNTA CUEVAS,LOWTIDE,60,-42.77986,-65.00171,NA,COOLPIX AW130,Bigatti,INTERTIDAL.AUTO,0,50 X 50,0,Intertidal Argentina,Photoquadrat Robot,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,67,4,1,0,7,0,0,0,0,21,0,0,0,0,2,0,48,18,0,0,0,15,0,0,0,17
DSCN8701.jpg,05/11/2018,ROCKY SHORE,ARGENTINA,PUERTO MADRYN,PUNTA CUEVAS,LOWTIDE,60,-42.77986,-65.00171,NA,COOLPIX AW130,Bigatti,INTERTIDAL.AUTO,0,50 X 50,0,Intertidal Argentina,Photoquadrat Robot,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,37,35,0,0,0,0,0,1,0,27,0,0,0,0,8,0,58,10,0,0,1,7,0,0,0,16
DSCN8531.jpg,25/10/2018,ROCKY SHORE,ARGENTINA,PUERTO MADRYN,PUNTA ESTE,LOWTIDE,60,-42.78511,-64.95264,NA,COOLPIX AW130,Bigatti,INTERTIDAL.AUTO,0,50 X 50,0,Intertidal Argentina,Photoquadrat Robot,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,9,36,0,0,8,6,0,1,0,40,1,0,2,0,0,0,6,60,0,0,6,14,1,0,0,10
DSCN8532.jpg,25/10/2018,ROCKY SHORE,ARGENTINA,PUERTO MADRYN,PUNTA ESTE,LOWTIDE,60,-42.78511,-64.95264,NA,COOLPIX AW130,Bigatti,INTERTIDAL.AUTO,0,50 X 50,0,Intertidal Argentina,Photoquadrat Robot,X: 0 - 100% / Y: 0 - 100%,0,0,1,0,0,0,4,28,0,0,1,16,0,1,0,49,1,0,2,0,0,0,1,58,0,0,10,12,0,0,1,15
DSCN8533.jpg,25/10/2018,ROCKY SHORE,ARGENTINA,PUERTO MADRYN,PUNTA ESTE,LOWTIDE,60,-42.78511,-64.95264,NA,COOLPIX AW130,Bigatti,INTERTIDAL.AUTO,0,50 X 50,0,Intertidal Argentina,Photoquadrat Robot,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,3,47,0,0,4,8,0,0,0,38,0,0,1,0,0,0,1,2,0,0,3,79,1,4,0,9
DSCN8534.jpg,25/10/2018,ROCKY SHORE,ARGENTINA,PUERTO MADRYN,PUNTA ESTE,LOWTIDE,60,-42.78511,-64.95264,NA,COOLPIX AW130,Bigatti,INTERTIDAL.AUTO,0,50 X 50,0,Intertidal Argentina,Photoquadrat Robot,X: 0 - 100% / Y: 0 - 100%,0,0,1,0,0,0,10,9,0,0,4,28,0,0,0,48,0,0,1,0,0,0,3,9,0,0,3,58,1,8,2,15
DSCN8535.jpg,25/10/2018,ROCKY SHORE,ARGENTINA,PUERTO MADRYN,PUNTA ESTE,LOWTIDE,60,-42.78511,-64.95264,NA,COOLPIX AW130,Bigatti,INTERTIDAL.AUTO,0,50 X 50,0,Intertidal Argentina,Photoquadrat Robot,X: 0 - 100% / Y: 0 - 100%,0,0,2,0,0,0,15,7,0,0,3,35,0,0,0,38,1,0,1,0,1,0,2,9,0,0,3,54,2,4,0,23
DSCN8536.jpg,25/10/2018,ROCKY SHORE,ARGENTINA,PUERTO MADRYN,PUNTA ESTE,LOWTIDE,60,-42.78511,-64.95264,NA,COOLPIX AW130,Bigatti,INTERTIDAL.AUTO,0,50 X 50,0,Intertidal Argentina,Photoquadrat Robot,X: 0 - 100% / Y: 0 - 100%,0,0,1,0,0,0,9,57,0,0,5,6,0,0,0,22,1,0,0,0,0,0,5,18,0,0,5,51,1,1,1,17
DSCN8538.jpg,25/10/2018,ROCKY SHORE,ARGENTINA,PUERTO MADRYN,PUNTA ESTE,LOWTIDE,60,-42.78511,-64.95264,NA,COOLPIX AW130,Bigatti,INTERTIDAL.AUTO,0,50 X 50,0,Intertidal Argentina,Photoquadrat Robot,X: 0 - 100% / Y: 0 - 100%,0,0,3,0,0,0,13,17,0,0,0,39,0,6,0,22,1,0,2,0,1,0,2,58,0,0,10,10,2,0,1,13
DSCN8539.jpg,25/10/2018,ROCKY SHORE,ARGENTINA,PUERTO MADRYN,PUNTA ESTE,LOWTIDE,60,-42.78511,-64.95264,NA,COOLPIX AW130,Bigatti,INTERTIDAL.AUTO,0,50 X 50,0,Intertidal Argentina,Photoquadrat Robot,X: 0 - 100% / Y: 0 - 100%,0,1,2,0,0,0,3,20,0,0,3,34,0,0,0,37,0,0,1,0,1,0,3,7,0,0,6,20,1,0,0,61
DSCN8540.jpg,25/10/2018,ROCKY SHORE,ARGENTINA,PUERTO MADRYN,PUNTA ESTE,LOWTIDE,60,-42.78511,-64.95264,NA,COOLPIX AW130,Bigatti,INTERTIDAL.AUTO,0,50 X 50,0,Intertidal Argentina,Photoquadrat Robot,X: 0 - 100% / Y: 0 - 100%,0,1,2,0,0,0,8,24,0,0,0,23,0,1,0,41,1,0,1,0,1,0,1,13,1,0,52,13,2,1,0,14
DSCN8541.jpg,25/10/2018,ROCKY SHORE,ARGENTINA,PUERTO MADRYN,PUNTA ESTE,LOWTIDE,60,-42.78511,-64.95264,NA,COOLPIX AW130,Bigatti,INTERTIDAL.AUTO,0,50 X 50,0,Intertidal Argentina,Photoquadrat Robot,X: 0 - 100% / Y: 0 - 100%,0,0,1,0,0,0,7,21,0,0,1,3,0,0,0,67,2,0,1,0,1,0,4,50,1,0,24,8,0,1,1,7
DSCN2685.jpg,26/10/2018,ROCKY SHORE,ARGENTINA,PUERTO MADRYN,PUNTA LOMA,LOWTIDE,60,-42.81202756,-64.89174161,NA,COOLPIX AW130,Bigatti,INTERTIDAL.AUTO,0,50 X 50,0,Intertidal Argentina,Photoquadrat Robot,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,55,1,0,0,7,1,7,0,29
DSCN2686.jpg,26/10/2018,ROCKY SHORE,ARGENTINA,PUERTO MADRYN,PUNTA LOMA,LOWTIDE,60,-42.81202756,-64.89174161,NA,COOLPIX AW130,Bigatti,INTERTIDAL.AUTO,0,50 X 50,0,Intertidal Argentina,Photoquadrat Robot,X: 0 - 100% / Y: 0 - 100%,0,0,1,0,0,0,0,27,0,0,1,3,0,9,0,59,1,0,1,0,1,0,3,59,2,1,0,0,2,7,0,23
DSCN2687.jpg,26/10/2018,ROCKY SHORE,ARGENTINA,PUERTO MADRYN,PUNTA LOMA,LOWTIDE,60,-42.81202756,-64.89174161,NA,COOLPIX AW130,Bigatti,INTERTIDAL.AUTO,0,50 X 50,0,Intertidal Argentina,Photoquadrat Robot,X: 0 - 100% / Y: 0 - 100%,0,0,4,0,0,0,0,35,0,0,0,1,0,6,0,54,0,0,1,0,0,0,0,52,0,0,2,6,2,0,0,37
DSCN2688.jpg,26/10/2018,ROCKY SHORE,ARGENTINA,PUERTO MADRYN,PUNTA LOMA,LOWTIDE,60,-42.81202756,-64.89174161,NA,COOLPIX AW130,Bigatti,INTERTIDAL.AUTO,0,50 X 50,0,Intertidal Argentina,Photoquadrat Robot,X: 0 - 100% / Y: 0 - 100%,0,0,0,0,0,0,1,18,0,0,0,0,0,0,0,81,0,0,1,0,0,0,1,49,2,0,1,6,0,7,0,33
DSCN2689.jpg,26/10/2018,ROCKY SHORE,ARGENTINA,PUERTO MADRYN,PUNTA LOMA,LOWTIDE,60,-42.81202756,-64.89174161,NA,COOLPIX AW130,Bigatti,INTERTIDAL.AUTO,0,50 X 50,0,Intertidal Argentina,Photoquadrat Robot,X: 0 - 100% / Y: 0 - 100%,0,0,1,0,0,0,2,22,0,0,0,1,0,5,0,69,0,0,1,0,0,0,1,71,0,0,0,6,2,0,1,18
DSCN2690.jpg,26/10/2018,ROCKY SHORE,ARGENTINA,PUERTO MADRYN,PUNTA LOMA,LOWTIDE,60,-42.81202756,-64.89174161,NA,COOLPIX AW130,Bigatti,INTERTIDAL.AUTO,0,50 X 50,0,Intertidal Argentina,Photoquadrat Robot,X: 0 - 100% / Y: 0 - 100%,0,0,1,0,0,0,0,18,0,0,0,2,0,2,0,77,0,0,1,0,0,0,1,60,0,1,1,9,2,1,0,24
DSCN2691.jpg,26/10/2018,ROCKY SHORE,ARGENTINA,PUERTO MADRYN,PUNTA LOMA,LOWTIDE,60,-42.81202756,-64.89174161,NA,COOLPIX AW130,Bigatti,INTERTIDAL.AUTO,0,50 X 50,0,Intertidal Argentina,Photoquadrat Robot,X: 0 - 100% / Y: 0 - 100%,0,0,1,0,0,0,2,32,0,0,0,1,0,1,0,63,0,0,1,0,0,0,0,69,0,0,1,4,2,1,0,22
DSCN2692.jpg,26/10/2018,ROCKY SHORE,ARGENTINA,PUERTO MADRYN,PUNTA LOMA,LOWTIDE,60,-42.81202756,-64.89174161,NA,COOLPIX AW130,Bigatti,INTERTIDAL.AUTO,0,50 X 50,0,Intertidal Argentina,Photoquadrat Robot,X: 0 - 100% / Y: 0 - 100%,0,0,1,0,0,0,1,35,0,0,0,0,0,0,0,63,0,0,1,0,1,0,1,59,1,0,0,9,3,1,0,24
