Name,Annotation status,Annotation area,BRY,CNCA,CNTR,CRB,ESS,ESU,MOB,MOCH,MOG,SP,WPOT,SU,SC,LICHEN,SHAD,Unc,MAA,MAEC,MAEF,MAEN,MAENR,MAF,MAG,MALA,MALCB,MAS
AR_PM_PC_HT_20181105_Q06_Random.jpg,Confirmed,(Imported points; not specified),0.000,0.000,0.000,0.000,0.000,0.000,4.000,0.000,0.000,0.000,0.000,0.000,53.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,41.000,0.000,0.000,0.000,2.000
AR_PM_PC_HT_20181105_Q07_50alleviate.jpg,Confirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,0.000,6.000,0.000,0.000,0.000,0.000,0.000,62.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,32.000,0.000,0.000,0.000,0.000
AR_PM_PC_HT_20181105_Q07_human.jpg,Confirmed,(Imported points; not specified),0.000,0.000,0.000,0.000,0.000,0.000,14.000,0.000,0.000,0.000,0.000,0.000,42.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,42.000,0.000,0.000,0.000,2.000
AR_PM_PC_HT_20181105_Q07.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,66.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,32.000,0.000,0.000,0.000,0.000
AR_PM_PC_HT_20181105_Q07_Random.jpg,Confirmed,(Imported points; not specified),0.000,0.000,0.000,0.000,0.000,0.000,12.000,0.000,0.000,0.000,0.000,0.000,62.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,25.000,0.000,0.000,0.000,0.000
AR_PM_PC_HT_20181105_Q08_50alleviate.jpg,Confirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,68.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,28.000,0.000,0.000,0.000,3.000
AR_PM_PC_HT_20181105_Q08_human.jpg,Confirmed,(Imported points; not specified),0.000,0.000,0.000,0.000,0.000,0.000,4.000,0.000,0.000,0.000,0.000,0.000,36.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,60.000,0.000,0.000,0.000,0.000
AR_PM_PC_HT_20181105_Q08.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,68.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,29.000,0.000,0.000,0.000,3.000
AR_PM_PC_HT_20181105_Q08_Random.jpg,Confirmed,(Imported points; not specified),0.000,0.000,0.000,0.000,0.000,0.000,3.000,0.000,0.000,0.000,0.000,0.000,67.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,29.000,0.000,0.000,0.000,0.000
AR_PM_PC_HT_20181105_Q09_50alleviate.jpg,Confirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,44.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,56.000,0.000,0.000,0.000,0.000
AR_PM_PC_HT_20181105_Q09_human.jpg,Confirmed,(Imported points; not specified),0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,40.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,60.000,0.000,0.000,0.000,0.000
AR_PM_PC_HT_20181105_Q09.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,44.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,56.000,0.000,0.000,0.000,0.000
AR_PM_PC_HT_20181105_Q09_Random.jpg,Confirmed,(Imported points; not specified),0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,51.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,47.000,0.000,0.000,0.000,0.000
AR_PM_PC_HT_20181105_Q10_50alleviate.jpg,Confirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,46.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,52.000,0.000,0.000,0.000,1.000
AR_PM_PC_HT_20181105_Q10_human.jpg,Confirmed,(Imported points; not specified),0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,35.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,59.000,0.000,0.000,0.000,4.000
AR_PM_PC_HT_20181105_Q10.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,46.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,52.000,0.000,0.000,0.000,1.000
AR_PM_PC_HT_20181105_Q10_Random.jpg,Confirmed,(Imported points; not specified),0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,61.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,35.000,0.000,0.000,0.000,1.000
AR_PM_PC_LT_20181105_Q01_50alleviate.jpg,Confirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,49.000,0.000,0.000,0.000,19.000,0.000,0.000,0.000,0.000,13.000,0.000,0.000,0.000,19.000
AR_PM_PC_LT_20181105_Q01_human.jpg,Confirmed,(Imported points; not specified),0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,34.000,0.000,0.000,0.000,18.000,0.000,0.000,0.000,0.000,22.000,0.000,0.000,0.000,24.000
AR_PM_PC_LT_20181105_Q01.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,50.000,0.000,0.000,0.000,18.000,0.000,0.000,0.000,0.000,12.000,0.000,0.000,0.000,19.000
AR_PM_PC_LT_20181105_Q01_Random.jpg,Confirmed,(Imported points; not specified),0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,47.000,0.000,0.000,0.000,14.000,0.000,0.000,0.000,0.000,19.000,0.000,0.000,0.000,19.000
AR_PM_PC_LT_20181105_Q02_50alleviate.jpg,Confirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,9.000,0.000,42.000,0.000,0.000,0.000,4.000,0.000,0.000,0.000,0.000,9.000,0.000,0.000,0.000,35.000
AR_PM_PC_LT_20181105_Q02_human.jpg,Confirmed,(Imported points; not specified),0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,20.000,0.000,37.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000,13.000,0.000,0.000,0.000,28.000
AR_PM_PC_LT_20181105_Q02.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,2.000,0.000,40.000,0.000,0.000,0.000,6.000,0.000,0.000,0.000,0.000,11.000,0.000,0.000,0.000,40.000
AR_PM_PC_LT_20181105_Q02_Random.jpg,Confirmed,(Imported points; not specified),0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,15.000,0.000,41.000,0.000,0.000,0.000,4.000,0.000,0.000,0.000,0.000,13.000,0.000,0.000,0.000,26.000
AR_PM_PC_LT_20181105_Q03_50alleviate.jpg,Confirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,36.000,0.000,0.000,0.000,36.000,0.000,0.000,0.000,0.000,6.000,0.000,0.000,0.000,22.000
AR_PM_PC_LT_20181105_Q03_human.jpg,Confirmed,(Imported points; not specified),0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,27.000,0.000,0.000,0.000,33.000,0.000,0.000,0.000,0.000,14.000,0.000,0.000,0.000,25.000
AR_PM_PC_LT_20181105_Q03.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,33.000,0.000,0.000,0.000,33.000,0.000,0.000,0.000,0.000,13.000,0.000,0.000,0.000,21.000
AR_PM_PC_LT_20181105_Q03_Random.jpg,Confirmed,(Imported points; not specified),0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,49.000,0.000,0.000,0.000,27.000,0.000,0.000,0.000,0.000,4.000,0.000,0.000,0.000,19.000
AR_PM_PC_LT_20181105_Q04_50alleviate.jpg,Confirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,2.000,0.000,45.000,0.000,0.000,0.000,5.000,0.000,0.000,0.000,0.000,13.000,0.000,0.000,0.000,34.000
AR_PM_PC_LT_20181105_Q04_human.jpg,Confirmed,(Imported points; not specified),0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.000,0.000,23.000,0.000,0.000,0.000,6.000,0.000,0.000,0.000,0.000,28.000,0.000,0.000,0.000,35.000
AR_PM_PC_LT_20181105_Q04.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,46.000,0.000,0.000,0.000,5.000,0.000,0.000,0.000,0.000,14.000,0.000,0.000,0.000,34.000
AR_PM_PC_LT_20181105_Q04_Random.jpg,Confirmed,(Imported points; not specified),0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.000,0.000,25.000,0.000,0.000,0.000,7.000,0.000,0.000,0.000,0.000,17.000,0.000,0.000,0.000,43.000
AR_PM_PC_LT_20181105_Q05_50alleviate.jpg,Confirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,22.000,0.000,0.000,0.000,4.000,0.000,0.000,0.000,0.000,10.000,0.000,0.000,0.000,63.000
AR_PM_PC_LT_20181105_Q05_human.jpg,Confirmed,(Imported points; not specified),0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.000,0.000,18.000,0.000,0.000,0.000,3.000,0.000,0.000,0.000,0.000,7.000,0.000,0.000,0.000,65.000
AR_PM_PC_LT_20181105_Q05.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,19.000,0.000,0.000,0.000,5.000,0.000,0.000,0.000,0.000,14.000,0.000,0.000,0.000,62.000
AR_PM_PC_LT_20181105_Q05_Random.jpg,Confirmed,(Imported points; not specified),0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.000,0.000,15.000,0.000,0.000,0.000,4.000,0.000,0.000,0.000,0.000,8.000,0.000,0.000,0.000,66.000
AR_PM_PC_LT_20181105_Q06_50alleviate.jpg,Confirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,52.000,0.000,0.000,0.000,11.000,0.000,0.000,0.000,0.000,11.000,0.000,0.000,0.000,26.000
AR_PM_PC_LT_20181105_Q06_human.jpg,Confirmed,(Imported points; not specified),0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.000,0.000,34.000,0.000,0.000,0.000,14.000,0.000,0.000,0.000,0.000,21.000,0.000,0.000,0.000,23.000
AR_PM_PC_LT_20181105_Q06.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,54.000,0.000,0.000,0.000,8.000,0.000,0.000,0.000,0.000,12.000,0.000,0.000,0.000,26.000
AR_PM_PC_LT_20181105_Q06_Random.jpg,Confirmed,(Imported points; not specified),0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,30.000,0.000,0.000,0.000,13.000,0.000,0.000,0.000,0.000,28.000,0.000,0.000,0.000,29.000
AR_PM_PC_LT_20181105_Q07_50alleviate.jpg,Confirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,43.000,0.000,0.000,0.000,26.000,0.000,0.000,0.000,0.000,4.000,0.000,0.000,0.000,27.000
AR_PM_PC_LT_20181105_Q07_human.jpg,Confirmed,(Imported points; not specified),0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9.000,0.000,42.000,0.000,0.000,0.000,22.000,0.000,0.000,0.000,0.000,4.000,0.000,0.000,0.000,23.000
AR_PM_PC_LT_20181105_Q07.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,42.000,0.000,0.000,0.000,26.000,0.000,0.000,1.000,0.000,7.000,0.000,0.000,0.000,24.000
AR_PM_PC_LT_20181105_Q07_Random.jpg,Confirmed,(Imported points; not specified),0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,34.000,0.000,0.000,0.000,18.000,0.000,0.000,0.000,0.000,10.000,0.000,0.000,0.000,36.000
AR_PM_PC_LT_20181105_Q08_50alleviate.jpg,Confirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,56.000,0.000,0.000,0.000,17.000,0.000,0.000,0.000,0.000,5.000,0.000,0.000,0.000,22.000
AR_PM_PC_LT_20181105_Q08_human.jpg,Confirmed,(Imported points; not specified),0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,46.000,0.000,0.000,0.000,16.000,0.000,0.000,0.000,0.000,10.000,0.000,0.000,0.000,28.000
AR_PM_PC_LT_20181105_Q08.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,58.000,0.000,0.000,0.000,16.000,0.000,0.000,0.000,0.000,5.000,0.000,0.000,0.000,20.000
AR_PM_PC_LT_20181105_Q08_Random.jpg,Confirmed,(Imported points; not specified),0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,57.000,0.000,0.000,0.000,16.000,0.000,0.000,0.000,0.000,4.000,0.000,0.000,0.000,23.000
AR_PM_PC_LT_20181105_Q09_50alleviate.jpg,Confirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,34.000,0.000,0.000,0.000,12.000,0.000,0.000,0.000,0.000,12.000,0.000,0.000,0.000,42.000
AR_PM_PC_LT_20181105_Q09_human.jpg,Confirmed,(Imported points; not specified),0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,20.000,0.000,0.000,0.000,14.000,0.000,0.000,0.000,0.000,18.000,0.000,0.000,0.000,46.000
AR_PM_PC_LT_20181105_Q09.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,30.000,0.000,0.000,0.000,13.000,0.000,0.000,0.000,0.000,17.000,0.000,0.000,0.000,40.000
AR_PM_PC_LT_20181105_Q09_Random.jpg,Confirmed,(Imported points; not specified),0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,29.000,0.000,0.000,0.000,10.000,0.000,0.000,0.000,0.000,17.000,0.000,0.000,0.000,44.000
AR_PM_PC_LT_20181105_Q10_50alleviate.jpg,Confirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,51.000,0.000,0.000,0.000,14.000,0.000,0.000,0.000,0.000,12.000,0.000,0.000,0.000,23.000
AR_PM_PC_LT_20181105_Q10_human.jpg,Confirmed,(Imported points; not specified),0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,0.000,35.000,0.000,0.000,0.000,18.000,0.000,0.000,0.000,0.000,15.000,0.000,0.000,0.000,29.000
AR_PM_PC_LT_20181105_Q10.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,49.000,0.000,0.000,0.000,16.000,0.000,0.000,0.000,0.000,10.000,0.000,0.000,0.000,25.000
AR_PM_PC_LT_20181105_Q10_Random.jpg,Confirmed,(Imported points; not specified),0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,0.000,50.000,0.000,0.000,0.000,6.000,0.000,0.000,0.000,0.000,6.000,0.000,0.000,0.000,35.000
AR_PM_PC_MT_20181105_Q01_50alleviate.jpg,Confirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,0.000,93.000,0.000,0.000,0.000,0.000,0.000,6.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000
AR_PM_PC_MT_20181105_Q01_human.jpg,Confirmed,(Imported points; not specified),0.000,0.000,0.000,3.000,0.000,0.000,89.000,0.000,0.000,0.000,0.000,0.000,3.000,0.000,0.000,0.000,0.000,0.000,0.000,5.000,0.000,0.000,0.000,0.000,0.000,0.000
AR_PM_PC_MT_20181105_Q01.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,0.000,0.000,0.000,91.000,0.000,0.000,0.000,0.000,0.000,7.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000
AR_PM_PC_MT_20181105_Q01_Random.jpg,Confirmed,(Imported points; not specified),0.000,0.000,0.000,5.000,0.000,0.000,81.000,0.000,0.000,0.000,0.000,0.000,6.000,0.000,0.000,0.000,0.000,0.000,0.000,7.000,0.000,1.000,0.000,0.000,0.000,0.000
AR_PM_PC_MT_20181105_Q02_50alleviate.jpg,Confirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,4.000,0.000,0.000,87.000,0.000,0.000,0.000,0.000,0.000,9.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
AR_PM_PC_MT_20181105_Q02_human.jpg,Confirmed,(Imported points; not specified),0.000,0.000,0.000,4.000,0.000,0.000,88.000,0.000,0.000,0.000,0.000,0.000,4.000,0.000,0.000,0.000,0.000,0.000,0.000,4.000,0.000,0.000,0.000,0.000,0.000,0.000
AR_PM_PC_MT_20181105_Q02.jpg,Unconfirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,4.000,0.000,0.000,87.000,0.000,0.000,0.000,0.000,0.000,9.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
AR_PM_PC_MT_20181105_Q02_Random.jpg,Confirmed,(Imported points; not specified),0.000,0.000,0.000,4.000,0.000,0.000,85.000,0.000,0.000,0.000,0.000,0.000,6.000,0.000,0.000,0.000,0.000,0.000,0.000,5.000,0.000,0.000,0.000,0.000,0.000,0.000
AR_PM_PC_MT_20181105_Q03_50alleviate.jpg,Confirmed,X: 0 - 100% / Y: 0 - 100%,0.000,0.000,0.000,2.000,0.000,0.000,80.000,0.000,0.000,0.000,0.000,0.000,15.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000
