Name,Date,habitat,country,locality,site,strata,Height (cm),Latitude,Longitude,Depth,Camera,Photographer,Water quality,Strobes,Framing gear used,White balance card,Comments,Annotation status,Annotation area,BRY,CR,CRB,MOG,MAEC,MAEF,MAEN,MAF,MALA,MOB
Pumphouse_1_2890,5/18/2019,Rocky shore,USA,MASSACHUSETTS,NORTHSHORE,HIGHTIDE,50,42.417115,-70.906804,0,NIKON D5100,Helmuth,INTERTIDAL,9,50 x 50,,visual,Visual,X: 0 - 100% / Y: 0 - 100%,0,0,40,39,19,0,1,0,0,1
Pumphouse_1_430,5/18/2019,Rocky shore,USA,MASSACHUSETTS,NORTHSHORE,LOWTIDE,50,42.417115,-70.906804,0,NIKON D5100,Helmuth,INTERTIDAL,9,50 x 50,,visual,Visual,X: 0 - 100% / Y: 0 - 100%,0,0,13,26,58,0,0,2,0,1
Pumphouse_2_925,5/18/2019,Rocky shore,USA,MASSACHUSETTS,NORTHSHORE,LOWTIDE,50,42.417115,-70.906804,0,NIKON D5100,Helmuth,INTERTIDAL,9,50 x 50,,visual,Visual,X: 0 - 100% / Y: 0 - 100%,0,0,36,24,38,0,0,0,0,2
Pumphouse_3_1770,5/18/2019,Rocky shore,USA,MASSACHUSETTS,NORTHSHORE,LOWTIDE,50,42.417115,-70.906804,0,NIKON D5100,Helmuth,INTERTIDAL,9,50 x 50,,visual,Visual,X: 0 - 100% / Y: 0 - 100%,1,0,23,6,41,0,29,0,0,0
Pumphouse_4_2150,5/18/2019,Rocky shore,USA,MASSACHUSETTS,NORTHSHORE,LOWTIDE,50,42.417115,-70.906804,0,NIKON D5100,Helmuth,INTERTIDAL,9,50 x 50,,visual,Visual,X: 0 - 100% / Y: 0 - 100%,0,0,39,59,1,0,0,0,0,1
Pumphouse_5_2310,5/18/2019,Rocky shore,USA,MASSACHUSETTS,NORTHSHORE,LOWTIDE,50,42.417115,-70.906804,0,NIKON D5100,Helmuth,INTERTIDAL,9,50 x 50,,visual,Visual,X: 0 - 100% / Y: 0 - 100%,0,0,18,42,35,0,5,0,0,0
Chamberlain_1_67,8/15/2018,Rocky shore,USA,MAINE,MIDCOAST,HIGHTIDE,50,43.884718,-69.475504,0,NIKON D5100,Helmuth,INTERTIDAL,9,50 x 50,,visual,Visual,X: 0 - 100% / Y: 0 - 100%,0,0,17,32,36,4,5,0,2,4
Chamberlain_2_815,8/15/2018,Rocky shore,USA,MAINE,MIDCOAST,HIGHTIDE,50,43.884718,-69.475504,0,NIKON D5100,Helmuth,INTERTIDAL,9,50 x 50,,visual,Visual,X: 0 - 100% / Y: 0 - 100%,0,0,20,13,43,0,15,3,5,1
Chamberlain_3_1434,8/15/2018,Rocky shore,USA,MAINE,MIDCOAST,HIGHTIDE,50,43.884718,-69.475504,0,NIKON D5100,Helmuth,INTERTIDAL,9,50 x 50,,visual,Visual,X: 0 - 100% / Y: 0 - 100%,0,0,11,34,22,13,1,0,4,15
Chamberlain_4_1575,8/15/2018,Rocky shore,USA,MAINE,MIDCOAST,HIGHTIDE,50,43.884718,-69.475504,0,NIKON D5100,Helmuth,INTERTIDAL,9,50 x 50,,visual,Visual,X: 0 - 100% / Y: 0 - 100%,0,0,18,38,23,7,2,0,0,12
Chamberlain_5_2031,8/15/2018,Rocky shore,USA,MAINE,MIDCOAST,HIGHTIDE,50,43.884718,-69.475504,0,NIKON D5100,Helmuth,INTERTIDAL,9,50 x 50,,visual,Visual,X: 0 - 100% / Y: 0 - 100%,0,0,24,35,38,0,0,0,3,0
Chamberlain_1_391,8/15/2018,Rocky shore,USA,MAINE,MIDCOAST,LOWTIDE,50,43.884718,-69.475504,0,NIKON D5100,Helmuth,INTERTIDAL,9,50 x 50,,visual,Visual,X: 0 - 100% / Y: 0 - 100%,0,0,29,4,37,0,5,2,2,21
Chamberlain_2_801,8/15/2018,Rocky shore,USA,MAINE,MIDCOAST,LOWTIDE,50,43.884718,-69.475504,0,NIKON D5100,Helmuth,INTERTIDAL,9,50 x 50,,visual,Visual,X: 0 - 100% / Y: 0 - 100%,0,0,14,76,6,0,4,0,0,0
Chamberlain_3_1203,8/15/2018,Rocky shore,USA,MAINE,MIDCOAST,LOWTIDE,50,43.884718,-69.475504,0,NIKON D5100,Helmuth,INTERTIDAL,9,50 x 50,,visual,Visual,X: 0 - 100% / Y: 0 - 100%,0,0,28,3,20,0,25,8,0,16
Chamberlain_4_1756,8/15/2018,Rocky shore,USA,MAINE,MIDCOAST,LOWTIDE,50,43.884718,-69.475504,0,NIKON D5100,Helmuth,INTERTIDAL,9,50 x 50,,visual,Visual,X: 0 - 100% / Y: 0 - 100%,0,0,28,6,39,0,8,0,0,19
Chamberlain_5_2256,8/15/2018,Rocky shore,USA,MAINE,MIDCOAST,LOWTIDE,50,43.884718,-69.475504,0,NIKON D5100,Helmuth,INTERTIDAL,9,50 x 50,,visual,Visual,X: 0 - 100% / Y: 0 - 100%,0,0,28,2,16,0,14,5,1,34
Chamberlain_1_140,5/16/2019,Rocky shore,USA,MAINE,MIDCOAST,HIGHTIDE,50,43.884718,-69.475504,0,NIKON D5100,Helmuth,INTERTIDAL,9,50 x 50,,visual,Visual,X: 0 - 100% / Y: 0 - 100%,0,0,9,39,28,1,7,13,2,1
Chamberlain_2_510,5/16/2019,Rocky shore,USA,MAINE,MIDCOAST,HIGHTIDE,50,43.884718,-69.475504,0,NIKON D5100,Helmuth,INTERTIDAL,9,50 x 50,,visual,Visual,X: 0 - 100% / Y: 0 - 100%,0,0,32,23,38,0,3,3,0,1
Chamberlain_3_870,5/16/2019,Rocky shore,USA,MAINE,MIDCOAST,HIGHTIDE,50,43.884718,-69.475504,0,NIKON D5100,Helmuth,INTERTIDAL,9,50 x 50,,visual,Visual,X: 0 - 100% / Y: 0 - 100%,0,0,36,16,29,0,4,13,0,2
Chamberlain_4_1660,5/16/2019,Rocky shore,USA,MAINE,MIDCOAST,HIGHTIDE,50,43.884718,-69.475504,0,NIKON D5100,Helmuth,INTERTIDAL,9,50 x 50,,visual,Visual,X: 0 - 100% / Y: 0 - 100%,0,0,11,2,77,0,0,0,9,1
Chamberlain_5_2000,5/16/2019,Rocky shore,USA,MAINE,MIDCOAST,HIGHTIDE,50,43.884718,-69.475504,0,NIKON D5100,Helmuth,INTERTIDAL,9,50 x 50,,visual,Visual,X: 0 - 100% / Y: 0 - 100%,0,0,46,10,13,0,10,3,9,9
Chamberlain_1_391,5/16/2019,Rocky shore,USA,MAINE,MIDCOAST,LOWTIDE,50,43.884718,-69.475504,0,NIKON D5100,Helmuth,INTERTIDAL,9,50 x 50,,visual,Visual,X: 0 - 100% / Y: 0 - 100%,0,0,33,1,46,0,14,1,0,5
Chamberlain_2_801,5/16/2019,Rocky shore,USA,MAINE,MIDCOAST,LOWTIDE,50,43.884718,-69.475504,0,NIKON D5100,Helmuth,INTERTIDAL,9,50 x 50,,visual,Visual,X: 0 - 100% / Y: 0 - 100%,0,0,48,0,47,0,0,3,0,2
Chamberlain_3_1203,5/16/2019,Rocky shore,USA,MAINE,MIDCOAST,LOWTIDE,50,43.884718,-69.475504,0,NIKON D5100,Helmuth,INTERTIDAL,9,50 x 50,,visual,Visual,X: 0 - 100% / Y: 0 - 100%,0,0,41,2,36,0,14,2,0,5
Chamberlain_4_1756,5/16/2019,Rocky shore,USA,MAINE,MIDCOAST,LOWTIDE,50,43.884718,-69.475504,0,NIKON D5100,Helmuth,INTERTIDAL,9,50 x 50,,visual,Visual,X: 0 - 100% / Y: 0 - 100%,0,0,72,4,17,3,2,0,0,2
Chamberlain_5_2256,5/16/2019,Rocky shore,USA,MAINE,MIDCOAST,LOWTIDE,50,43.884718,-69.475504,0,NIKON D5100,Helmuth,INTERTIDAL,9,50 x 50,,visual,Visual,X: 0 - 100% / Y: 0 - 100%,0,0,86,0,6,2,3,0,0,3
Grindstone_1_68,7/13/2018,Rocky shore,USA,MAINE,MIDCOAST,HIGHTIDE,50,44.371417,-68.092583,0,NIKON D5100,Helmuth,INTERTIDAL,9,50 x 50,,visual,Visual,X: 0 - 100% / Y: 0 - 100%,0,0,43,18,39,0,0,0,0,0
Grindstone_2_490,7/13/2018,Rocky shore,USA,MAINE,MIDCOAST,HIGHTIDE,50,44.371417,-68.092583,0,NIKON D5100,Helmuth,INTERTIDAL,9,50 x 50,,visual,Visual,X: 0 - 100% / Y: 0 - 100%,0,1,47,3,49,0,0,0,0,0
Grindstone_3_899,7/13/2018,Rocky shore,USA,MAINE,MIDCOAST,HIGHTIDE,50,44.371417,-68.092583,0,NIKON D5100,Helmuth,INTERTIDAL,9,50 x 50,,visual,Visual,X: 0 - 100% / Y: 0 - 100%,0,0,47,3,50,0,0,0,0,0
Grindstone_4_1355,7/13/2018,Rocky shore,USA,MAINE,MIDCOAST,HIGHTIDE,50,44.371417,-68.092583,0,NIKON D5100,Helmuth,INTERTIDAL,9,50 x 50,,visual,Visual,X: 0 - 100% / Y: 0 - 100%,0,1,41,47,11,0,0,0,0,0
Grindstone_5_2223,7/13/2018,Rocky shore,USA,MAINE,MIDCOAST,HIGHTIDE,50,44.371417,-68.092583,0,NIKON D5100,Helmuth,INTERTIDAL,9,50 x 50,,visual,Visual,X: 0 - 100% / Y: 0 - 100%,0,0,43,14,43,0,0,0,0,0
Grindstone_1_8,7/13/2018,Rocky shore,USA,MAINE,MIDCOAST,LOWTIDE,50,44.371417,-68.092583,0,NIKON D5100,Helmuth,INTERTIDAL,9,50 x 50,,visual,Visual,X: 0 - 100% / Y: 0 - 100%,0,0,48,7,45,0,0,0,0,0
Grindstone_2_389,7/13/2018,Rocky shore,USA,MAINE,MIDCOAST,LOWTIDE,50,44.371417,-68.092583,0,NIKON D5100,Helmuth,INTERTIDAL,9,50 x 50,,visual,Visual,X: 0 - 100% / Y: 0 - 100%,0,1,4,39,55,0,0,1,0,0
Grindstone_3_1088,7/13/2018,Rocky shore,USA,MAINE,MIDCOAST,LOWTIDE,50,44.371417,-68.092583,0,NIKON D5100,Helmuth,INTERTIDAL,9,50 x 50,,visual,Visual,X: 0 - 100% / Y: 0 - 100%,0,3,15,10,68,0,0,4,0,0
Grindstone_4_1758,7/13/2018,Rocky shore,USA,MAINE,MIDCOAST,LOWTIDE,50,44.371417,-68.092583,0,NIKON D5100,Helmuth,INTERTIDAL,9,50 x 50,,visual,Visual,X: 0 - 100% / Y: 0 - 100%,0,0,21,22,55,0,0,2,0,0
Grindstone_5_2450,7/13/2018,Rocky shore,USA,MAINE,MIDCOAST,LOWTIDE,50,44.371417,-68.092583,0,NIKON D5100,Helmuth,INTERTIDAL,9,50 x 50,,visual,Visual,X: 0 - 100% / Y: 0 - 100%,0,0,8,35,57,0,0,0,0,0
Grindstone_1_536,8/13/2018,Rocky shore,USA,MAINE,MIDCOAST,HIGHTIDE,50,44.371417,-68.092583,0,NIKON D5100,Helmuth,INTERTIDAL,9,50 x 50,,visual,Visual,X: 0 - 100% / Y: 0 - 100%,0,0,51,5,44,0,0,0,0,0
Grindstone_2_801,8/13/2018,Rocky shore,USA,MAINE,MIDCOAST,HIGHTIDE,50,44.371417,-68.092583,0,NIKON D5100,Helmuth,INTERTIDAL,9,50 x 50,,visual,Visual,X: 0 - 100% / Y: 0 - 100%,0,0,48,7,45,0,0,0,0,0
Grindstone_3_1203,8/13/2018,Rocky shore,USA,MAINE,MIDCOAST,HIGHTIDE,50,44.371417,-68.092583,0,NIKON D5100,Helmuth,INTERTIDAL,9,50 x 50,,visual,Visual,X: 0 - 100% / Y: 0 - 100%,0,0,45,16,35,0,2,0,0,2
Grindstone_4_1756,8/13/2018,Rocky shore,USA,MAINE,MIDCOAST,HIGHTIDE,50,44.371417,-68.092583,0,NIKON D5100,Helmuth,INTERTIDAL,9,50 x 50,,visual,Visual,X: 0 - 100% / Y: 0 - 100%,0,0,0,79,21,0,0,0,0,0
Grindstone_5_2256,8/13/2018,Rocky shore,USA,MAINE,MIDCOAST,HIGHTIDE,50,44.371417,-68.092583,0,NIKON D5100,Helmuth,INTERTIDAL,9,50 x 50,,visual,Visual,X: 0 - 100% / Y: 0 - 100%,0,0,41,17,42,0,0,0,0,0
Grindstone_1_67,8/13/2018,Rocky shore,USA,MAINE,MIDCOAST,LOWTIDE,50,44.371417,-68.092583,0,NIKON D5100,Helmuth,INTERTIDAL,9,50 x 50,,visual,Visual,X: 0 - 100% / Y: 0 - 100%,0,0,43,7,50,0,0,0,0,0
Grindstone_2_815,8/13/2018,Rocky shore,USA,MAINE,MIDCOAST,LOWTIDE,50,44.371417,-68.092583,0,NIKON D5100,Helmuth,INTERTIDAL,9,50 x 50,,visual,Visual,X: 0 - 100% / Y: 0 - 100%,0,0,25,33,28,0,8,6,0,0
Grindstone_3_1434,8/13/2018,Rocky shore,USA,MAINE,MIDCOAST,LOWTIDE,50,44.371417,-68.092583,0,NIKON D5100,Helmuth,INTERTIDAL,9,50 x 50,,visual,Visual,X: 0 - 100% / Y: 0 - 100%,0,1,21,14,31,0,24,9,0,0
Grindstone_4_1575,8/13/2018,Rocky shore,USA,MAINE,MIDCOAST,LOWTIDE,50,44.371417,-68.092583,0,NIKON D5100,Helmuth,INTERTIDAL,9,50 x 50,,visual,Visual,X: 0 - 100% / Y: 0 - 100%,0,1,30,6,33,0,16,14,0,0
Grindstone_5_2031,8/13/2018,Rocky shore,USA,MAINE,MIDCOAST,LOWTIDE,50,44.371417,-68.092583,0,NIKON D5100,Helmuth,INTERTIDAL,9,50 x 50,,visual,Visual,X: 0 - 100% / Y: 0 - 100%,0,0,31,17,35,0,11,6,0,0
Grindstone_1_180,5/15/2019,Rocky shore,USA,MAINE,MIDCOAST,HIGHTIDE,50,44.371417,-68.092583,0,NIKON D5100,Helmuth,INTERTIDAL,9,50 x 50,,visual,Visual,X: 0 - 100% / Y: 0 - 100%,0,1,25,9,56,0,9,0,0,0
Grindstone_2_470,5/15/2019,Rocky shore,USA,MAINE,MIDCOAST,HIGHTIDE,50,44.371417,-68.092583,0,NIKON D5100,Helmuth,INTERTIDAL,9,50 x 50,,visual,Visual,X: 0 - 100% / Y: 0 - 100%,0,1,23,4,62,0,10,0,0,0
Grindstone_3_1080,5/15/2019,Rocky shore,USA,MAINE,MIDCOAST,HIGHTIDE,50,44.371417,-68.092583,0,NIKON D5100,Helmuth,INTERTIDAL,9,50 x 50,,visual,Visual,X: 0 - 100% / Y: 0 - 100%,0,0,18,9,61,0,12,0,0,0
Grindstone_4_1470,5/15/2019,Rocky shore,USA,MAINE,MIDCOAST,HIGHTIDE,50,44.371417,-68.092583,0,NIKON D5100,Helmuth,INTERTIDAL,9,50 x 50,,visual,Visual,X: 0 - 100% / Y: 0 - 100%,0,0,38,14,47,0,0,0,0,1
Grindstone_5_1750,5/15/2019,Rocky shore,USA,MAINE,MIDCOAST,HIGHTIDE,50,44.371417,-68.092583,0,NIKON D5100,Helmuth,INTERTIDAL,9,50 x 50,,visual,Visual,X: 0 - 100% / Y: 0 - 100%,0,1,53,13,29,0,3,0,0,1
Grindstone_3_1080,5/15/2019,Rocky shore,USA,MAINE,MIDCOAST,LOWTIDE,50,44.371417,-68.092583,0,NIKON D5100,Helmuth,INTERTIDAL,9,50 x 50,,visual,Visual,X: 0 - 100% / Y: 0 - 100%,0,2,13,12,29,0,43,0,0,1
Grindstone_4_1470,5/15/2019,Rocky shore,USA,MAINE,MIDCOAST,LOWTIDE,50,44.371417,-68.092583,0,NIKON D5100,Helmuth,INTERTIDAL,9,50 x 50,,visual,Visual,X: 0 - 100% / Y: 0 - 100%,0,0,3,9,51,0,37,0,0,0
Grindstone_5_1750,5/15/2019,Rocky shore,USA,MAINE,MIDCOAST,LOWTIDE,50,44.371417,-68.092583,0,NIKON D5100,Helmuth,INTERTIDAL,9,50 x 50,,visual,Visual,X: 0 - 100% / Y: 0 - 100%,0,1,2,23,43,0,31,0,0,0
Grindstone_1_180,5/16/2019,Rocky shore,USA,MAINE,MIDCOAST,LOWTIDE,50,44.371417,-68.092583,0,NIKON D5100,Helmuth,INTERTIDAL,9,50 x 50,,visual,Visual,X: 0 - 100% / Y: 0 - 100%,0,0,4,35,28,0,33,0,0,0
Grindstone_2_470,5/16/2019,Rocky shore,USA,MAINE,MIDCOAST,LOWTIDE,50,44.371417,-68.092583,0,NIKON D5100,Helmuth,INTERTIDAL,9,50 x 50,,visual,Visual,X: 0 - 100% / Y: 0 - 100%,0,0,1,12,73,0,14,0,0,0
