"","Name","Date","habitat","country","locality","site","strata","Height..cm.","Latitude","Longitude","Depth","Camera","Photographer","Water.quality","Strobes","Framing.gear.used","White.balance.card","Comments","Row","Column","Label","Annotator","Date.annotated","Machine.suggestion.1","Machine.confidence.1","Machine.suggestion.2","Machine.confidence.2","Machine.suggestion.3","Machine.confidence.3","Machine.suggestion.4","Machine.confidence.4","Machine.suggestion.5","Machine.confidence.5"
"38","USMAMH201807_138_low_(2).JPG","2018-07-17","Rocky shore","USA","MASSACHUSETTS","NORTHSHORE","LOWTIDE",25,42.507496,-70.84332,NA,"NIKON D5100","Helmuth","Robot",9,"25 X 25",NA,NA,1276,680,"MAEC","helmuthlab","2020-07-16 18:23:41+00:00","",NA,"",NA,"",NA,"",NA,"",NA
"39","USMAMH201807_138_low_(2).JPG","2018-07-17","Rocky shore","USA","MASSACHUSETTS","NORTHSHORE","LOWTIDE",25,42.507496,-70.84332,NA,"NIKON D5100","Helmuth","Robot",9,"25 X 25",NA,NA,1367,1170,"MAEC","helmuthlab","2020-07-16 18:23:41+00:00","",NA,"",NA,"",NA,"",NA,"",NA
"40","USMAMH201807_138_low_(2).JPG","2018-07-17","Rocky shore","USA","MASSACHUSETTS","NORTHSHORE","LOWTIDE",25,42.507496,-70.84332,NA,"NIKON D5100","Helmuth","Robot",9,"25 X 25",NA,NA,1811,1518,"MAEC","helmuthlab","2020-07-16 18:23:41+00:00","",NA,"",NA,"",NA,"",NA,"",NA
"41","USMAMH201807_138_low_(2).JPG","2018-07-17","Rocky shore","USA","MASSACHUSETTS","NORTHSHORE","LOWTIDE",25,42.507496,-70.84332,NA,"NIKON D5100","Helmuth","Robot",9,"25 X 25",NA,NA,1124,197,"MAEC","helmuthlab","2020-07-16 18:23:41+00:00","",NA,"",NA,"",NA,"",NA,"",NA
"42","USMAMH201807_138_low_(2).JPG","2018-07-17","Rocky shore","USA","MASSACHUSETTS","NORTHSHORE","LOWTIDE",25,42.507496,-70.84332,NA,"NIKON D5100","Helmuth","Robot",9,"25 X 25",NA,NA,673,1317,"MAEC","helmuthlab","2020-07-16 18:23:41+00:00","",NA,"",NA,"",NA,"",NA,"",NA
"43","USMAMH201807_138_low_(2).JPG","2018-07-17","Rocky shore","USA","MASSACHUSETTS","NORTHSHORE","LOWTIDE",25,42.507496,-70.84332,NA,"NIKON D5100","Helmuth","Robot",9,"25 X 25",NA,NA,568,1463,"MAEC","helmuthlab","2020-07-16 18:23:41+00:00","",NA,"",NA,"",NA,"",NA,"",NA
"44","USMAMH201807_138_low_(2).JPG","2018-07-17","Rocky shore","USA","MASSACHUSETTS","NORTHSHORE","LOWTIDE",25,42.507496,-70.84332,NA,"NIKON D5100","Helmuth","Robot",9,"25 X 25",NA,NA,469,1061,"MAEC","helmuthlab","2020-07-16 18:23:41+00:00","",NA,"",NA,"",NA,"",NA,"",NA
"45","USMAMH201807_138_low_(2).JPG","2018-07-17","Rocky shore","USA","MASSACHUSETTS","NORTHSHORE","LOWTIDE",25,42.507496,-70.84332,NA,"NIKON D5100","Helmuth","Robot",9,"25 X 25",NA,NA,998,1246,"MAEC","helmuthlab","2020-07-16 18:23:41+00:00","",NA,"",NA,"",NA,"",NA,"",NA
"46","USMAMH201807_138_low_(2).JPG","2018-07-17","Rocky shore","USA","MASSACHUSETTS","NORTHSHORE","LOWTIDE",25,42.507496,-70.84332,NA,"NIKON D5100","Helmuth","Robot",9,"25 X 25",NA,NA,1162,106,"MAEC","helmuthlab","2020-07-16 18:23:41+00:00","",NA,"",NA,"",NA,"",NA,"",NA
"47","USMAMH201807_138_low_(2).JPG","2018-07-17","Rocky shore","USA","MASSACHUSETTS","NORTHSHORE","LOWTIDE",25,42.507496,-70.84332,NA,"NIKON D5100","Helmuth","Robot",9,"25 X 25",NA,NA,771,1864,"MAEC","helmuthlab","2020-07-16 18:23:41+00:00","",NA,"",NA,"",NA,"",NA,"",NA
"48","USMAMH201807_138_low_(2).JPG","2018-07-17","Rocky shore","USA","MASSACHUSETTS","NORTHSHORE","LOWTIDE",25,42.507496,-70.84332,NA,"NIKON D5100","Helmuth","Robot",9,"25 X 25",NA,NA,654,72,"MAEC","helmuthlab","2020-07-16 18:23:41+00:00","",NA,"",NA,"",NA,"",NA,"",NA
"49","USMAMH201807_138_low_(2).JPG","2018-07-17","Rocky shore","USA","MASSACHUSETTS","NORTHSHORE","LOWTIDE",25,42.507496,-70.84332,NA,"NIKON D5100","Helmuth","Robot",9,"25 X 25",NA,NA,1645,1258,"MAEC","helmuthlab","2020-07-16 18:23:41+00:00","",NA,"",NA,"",NA,"",NA,"",NA
"50","USMAMH201807_138_low_(2).JPG","2018-07-17","Rocky shore","USA","MASSACHUSETTS","NORTHSHORE","LOWTIDE",25,42.507496,-70.84332,NA,"NIKON D5100","Helmuth","Robot",9,"25 X 25",NA,NA,1715,1064,"MAEC","helmuthlab","2020-07-16 18:23:41+00:00","",NA,"",NA,"",NA,"",NA,"",NA
"51","USMAMH201807_138_low_(2).JPG","2018-07-17","Rocky shore","USA","MASSACHUSETTS","NORTHSHORE","LOWTIDE",25,42.507496,-70.84332,NA,"NIKON D5100","Helmuth","Robot",9,"25 X 25",NA,NA,1159,890,"MAEC","helmuthlab","2020-07-16 18:23:41+00:00","",NA,"",NA,"",NA,"",NA,"",NA
"52","USMAMH201807_138_low_(2).JPG","2018-07-17","Rocky shore","USA","MASSACHUSETTS","NORTHSHORE","LOWTIDE",25,42.507496,-70.84332,NA,"NIKON D5100","Helmuth","Robot",9,"25 X 25",NA,NA,1891,1492,"MAEC","helmuthlab","2020-07-16 18:23:41+00:00","",NA,"",NA,"",NA,"",NA,"",NA
"53","USMAMH201807_138_low_(2).JPG","2018-07-17","Rocky shore","USA","MASSACHUSETTS","NORTHSHORE","LOWTIDE",25,42.507496,-70.84332,NA,"NIKON D5100","Helmuth","Robot",9,"25 X 25",NA,NA,1244,601,"SHAD","helmuthlab","2020-07-16 18:23:41+00:00","",NA,"",NA,"",NA,"",NA,"",NA
"54","USMAMH201807_138_low_(2).JPG","2018-07-17","Rocky shore","USA","MASSACHUSETTS","NORTHSHORE","LOWTIDE",25,42.507496,-70.84332,NA,"NIKON D5100","Helmuth","Robot",9,"25 X 25",NA,NA,1476,681,"MAEC","helmuthlab","2020-07-16 18:23:41+00:00","",NA,"",NA,"",NA,"",NA,"",NA
"55","USMAMH201807_138_low_(2).JPG","2018-07-17","Rocky shore","USA","MASSACHUSETTS","NORTHSHORE","LOWTIDE",25,42.507496,-70.84332,NA,"NIKON D5100","Helmuth","Robot",9,"25 X 25",NA,NA,812,5,"MAEC","helmuthlab","2020-07-16 18:23:41+00:00","",NA,"",NA,"",NA,"",NA,"",NA
"56","USMAMH201807_138_low_(2).JPG","2018-07-17","Rocky shore","USA","MASSACHUSETTS","NORTHSHORE","LOWTIDE",25,42.507496,-70.84332,NA,"NIKON D5100","Helmuth","Robot",9,"25 X 25",NA,NA,1662,647,"CRB","helmuthlab","2020-07-16 18:23:41+00:00","",NA,"",NA,"",NA,"",NA,"",NA
"57","USMAMH201807_138_low_(2).JPG","2018-07-17","Rocky shore","USA","MASSACHUSETTS","NORTHSHORE","LOWTIDE",25,42.507496,-70.84332,NA,"NIKON D5100","Helmuth","Robot",9,"25 X 25",NA,NA,727,1357,"MAEN","helmuthlab","2020-07-16 18:23:41+00:00","",NA,"",NA,"",NA,"",NA,"",NA
"58","USMAMH201807_138_low_(2).JPG","2018-07-17","Rocky shore","USA","MASSACHUSETTS","NORTHSHORE","LOWTIDE",25,42.507496,-70.84332,NA,"NIKON D5100","Helmuth","Robot",9,"25 X 25",NA,NA,467,950,"MAEC","helmuthlab","2020-07-16 18:23:41+00:00","",NA,"",NA,"",NA,"",NA,"",NA
"59","USMAMH201807_138_low_(2).JPG","2018-07-17","Rocky shore","USA","MASSACHUSETTS","NORTHSHORE","LOWTIDE",25,42.507496,-70.84332,NA,"NIKON D5100","Helmuth","Robot",9,"25 X 25",NA,NA,1131,1875,"MAEC","helmuthlab","2020-07-16 18:23:41+00:00","",NA,"",NA,"",NA,"",NA,"",NA
"60","USMAMH201807_138_low_(2).JPG","2018-07-17","Rocky shore","USA","MASSACHUSETTS","NORTHSHORE","LOWTIDE",25,42.507496,-70.84332,NA,"NIKON D5100","Helmuth","Robot",9,"25 X 25",NA,NA,370,232,"MAEC","helmuthlab","2020-07-16 18:23:41+00:00","",NA,"",NA,"",NA,"",NA,"",NA
"61","USMAMH201807_138_low_(2).JPG","2018-07-17","Rocky shore","USA","MASSACHUSETTS","NORTHSHORE","LOWTIDE",25,42.507496,-70.84332,NA,"NIKON D5100","Helmuth","Robot",9,"25 X 25",NA,NA,87,37,"MAEC","helmuthlab","2020-07-16 18:23:41+00:00","",NA,"",NA,"",NA,"",NA,"",NA
"62","USMAMH201807_138_low_(2).JPG","2018-07-17","Rocky shore","USA","MASSACHUSETTS","NORTHSHORE","LOWTIDE",25,42.507496,-70.84332,NA,"NIKON D5100","Helmuth","Robot",9,"25 X 25",NA,NA,1750,1741,"MAEC","helmuthlab","2020-07-16 18:23:41+00:00","",NA,"",NA,"",NA,"",NA,"",NA
"63","USMAMH201807_138_low_(2).JPG","2018-07-17","Rocky shore","USA","MASSACHUSETTS","NORTHSHORE","LOWTIDE",25,42.507496,-70.84332,NA,"NIKON D5100","Helmuth","Robot",9,"25 X 25",NA,NA,1819,1147,"MAEC","helmuthlab","2020-07-16 18:23:41+00:00","",NA,"",NA,"",NA,"",NA,"",NA
"64","USMAMH201807_138_low_(2).JPG","2018-07-17","Rocky shore","USA","MASSACHUSETTS","NORTHSHORE","LOWTIDE",25,42.507496,-70.84332,NA,"NIKON D5100","Helmuth","Robot",9,"25 X 25",NA,NA,403,1685,"MAEC","helmuthlab","2020-07-16 18:23:41+00:00","",NA,"",NA,"",NA,"",NA,"",NA
"65","USMAMH201807_138_low_(2).JPG","2018-07-17","Rocky shore","USA","MASSACHUSETTS","NORTHSHORE","LOWTIDE",25,42.507496,-70.84332,NA,"NIKON D5100","Helmuth","Robot",9,"25 X 25",NA,NA,19,938,"MAEC","helmuthlab","2020-07-16 18:23:41+00:00","",NA,"",NA,"",NA,"",NA,"",NA
"66","USMAMH201807_138_low_(2).JPG","2018-07-17","Rocky shore","USA","MASSACHUSETTS","NORTHSHORE","LOWTIDE",25,42.507496,-70.84332,NA,"NIKON D5100","Helmuth","Robot",9,"25 X 25",NA,NA,1698,1266,"MAEC","helmuthlab","2020-07-16 18:23:41+00:00","",NA,"",NA,"",NA,"",NA,"",NA
"67","USMAMH201807_138_low_(2).JPG","2018-07-17","Rocky shore","USA","MASSACHUSETTS","NORTHSHORE","LOWTIDE",25,42.507496,-70.84332,NA,"NIKON D5100","Helmuth","Robot",9,"25 X 25",NA,NA,767,249,"MAEC","helmuthlab","2020-07-16 18:23:41+00:00","",NA,"",NA,"",NA,"",NA,"",NA
"68","USMAMH201807_138_low_(2).JPG","2018-07-17","Rocky shore","USA","MASSACHUSETTS","NORTHSHORE","LOWTIDE",25,42.507496,-70.84332,NA,"NIKON D5100","Helmuth","Robot",9,"25 X 25",NA,NA,1089,194,"MAEC","helmuthlab","2020-07-16 18:23:41+00:00","",NA,"",NA,"",NA,"",NA,"",NA
"69","USMAMH201807_138_low_(2).JPG","2018-07-17","Rocky shore","USA","MASSACHUSETTS","NORTHSHORE","LOWTIDE",25,42.507496,-70.84332,NA,"NIKON D5100","Helmuth","Robot",9,"25 X 25",NA,NA,1277,1779,"SHAD","helmuthlab","2020-07-16 18:23:41+00:00","",NA,"",NA,"",NA,"",NA,"",NA
"70","USMAMH201807_138_low_(2).JPG","2018-07-17","Rocky shore","USA","MASSACHUSETTS","NORTHSHORE","LOWTIDE",25,42.507496,-70.84332,NA,"NIKON D5100","Helmuth","Robot",9,"25 X 25",NA,NA,738,602,"MAEC","helmuthlab","2020-07-16 18:23:41+00:00","",NA,"",NA,"",NA,"",NA,"",NA
"71","USMAMH201807_138_low_(2).JPG","2018-07-17","Rocky shore","USA","MASSACHUSETTS","NORTHSHORE","LOWTIDE",25,42.507496,-70.84332,NA,"NIKON D5100","Helmuth","Robot",9,"25 X 25",NA,NA,1484,663,"MAEC","helmuthlab","2020-07-16 18:23:41+00:00","",NA,"",NA,"",NA,"",NA,"",NA
"72","USMAMH201807_138_low_(2).JPG","2018-07-17","Rocky shore","USA","MASSACHUSETTS","NORTHSHORE","LOWTIDE",25,42.507496,-70.84332,NA,"NIKON D5100","Helmuth","Robot",9,"25 X 25",NA,NA,1136,1358,"MAEC","helmuthlab","2020-07-16 18:23:41+00:00","",NA,"",NA,"",NA,"",NA,"",NA
"73","USMAMH201807_138_low_(2).JPG","2018-07-17","Rocky shore","USA","MASSACHUSETTS","NORTHSHORE","LOWTIDE",25,42.507496,-70.84332,NA,"NIKON D5100","Helmuth","Robot",9,"25 X 25",NA,NA,337,1736,"MAEC","helmuthlab","2020-07-16 18:23:41+00:00","",NA,"",NA,"",NA,"",NA,"",NA
"74","USMAMH201807_138_low_(2).JPG","2018-07-17","Rocky shore","USA","MASSACHUSETTS","NORTHSHORE","LOWTIDE",25,42.507496,-70.84332,NA,"NIKON D5100","Helmuth","Robot",9,"25 X 25",NA,NA,1661,1717,"MAEC","helmuthlab","2020-07-16 18:23:41+00:00","",NA,"",NA,"",NA,"",NA,"",NA
"75","USMAMH201807_138_low_(2).JPG","2018-07-17","Rocky shore","USA","MASSACHUSETTS","NORTHSHORE","LOWTIDE",25,42.507496,-70.84332,NA,"NIKON D5100","Helmuth","Robot",9,"25 X 25",NA,NA,186,1434,"MAEC","helmuthlab","2020-07-16 18:23:41+00:00","",NA,"",NA,"",NA,"",NA,"",NA
"76","USMAMH201807_138_low_(2).JPG","2018-07-17","Rocky shore","USA","MASSACHUSETTS","NORTHSHORE","LOWTIDE",25,42.507496,-70.84332,NA,"NIKON D5100","Helmuth","Robot",9,"25 X 25",NA,NA,258,1163,"MAEC","helmuthlab","2020-07-16 18:23:41+00:00","",NA,"",NA,"",NA,"",NA,"",NA
"77","USMAMH201807_138_low_(2).JPG","2018-07-17","Rocky shore","USA","MASSACHUSETTS","NORTHSHORE","LOWTIDE",25,42.507496,-70.84332,NA,"NIKON D5100","Helmuth","Robot",9,"25 X 25",NA,NA,730,1771,"CRB","helmuthlab","2020-07-16 18:23:41+00:00","",NA,"",NA,"",NA,"",NA,"",NA
