Name,ALGAE,SUBSTRATE,INVERTEBRATES
AR_PM_PL_MT_20181026_Q08,4,1,95
AR_PM_PL_MT_20181026_Q09,4,1,95
AR_PM_PL_MT_20181026_Q10,8,2,90
CO_GI_LM_HT_20181014_Q01,0,100,0
CO_GI_LM_HT_20181014_Q02,0,100,0
CO_GI_LM_HT_20181014_Q03,0,98,2
CO_GI_LM_HT_20181014_Q04,0,96,4
CO_GI_LM_HT_20181014_Q05,0,100,0
CO_GI_LM_HT_20181014_Q06,0,100,0
CO_GI_LM_HT_20181014_Q07,0,100,0
CO_GI_LM_HT_20181014_Q08,0,100,0
CO_GI_LM_HT_20181014_Q09,0,98,2
CO_GI_LM_HT_20181014_Q10,0,99,1
CO_GI_LM_LT_20181014_Q01,85,11,4
CO_GI_LM_LT_20181014_Q02,16,84,0
CO_GI_LM_LT_20181014_Q03,32,68,0
CO_GI_LM_LT_20181014_Q04,12,88,0
CO_GI_LM_LT_20181014_Q05,50,48,2
CO_GI_LM_LT_20181014_Q06,34,66,0
CO_GI_LM_LT_20181014_Q07,15,85,0
CO_GI_LM_LT_20181014_Q08,5,95,0
CO_GI_LM_LT_20181014_Q09,22,78,0
CO_GI_LM_LT_20181014_Q10,65,35,0
CO_GI_LM_MT_20181014_Q01,2,98,0
CO_GI_LM_MT_20181014_Q02,0,99,1
CO_GI_LM_MT_20181014_Q03,5,95,0
CO_GI_LM_MT_20181014_Q04,3,97,0
CO_GI_LM_MT_20181014_Q05,2,98,0
CO_GI_LM_MT_20181014_Q06,1,99,0
CO_GI_LM_MT_20181014_Q07,20,80,0
CO_GI_LM_MT_20181014_Q08,25,75,0
CO_GI_LM_MT_20181014_Q09,7,93,0
CO_GI_LM_MT_20181014_Q10,59,41,0
CO_GI_LV_HT_20181010_Q01,0,100,0
CO_GI_LV_HT_20181010_Q02,2,98,0
CO_GI_LV_HT_20181010_Q03,0,95,5
CO_GI_LV_HT_20181010_Q04,0,98,2
CO_GI_LV_HT_20181010_Q05,0,100,0
CO_GI_LV_HT_20181010_Q06,0,90,10
CO_GI_LV_HT_20181010_Q07,0,99,1
CO_GI_LV_HT_20181010_Q08,1,98,1
CO_GI_LV_HT_20181010_Q09,0,100,0
CO_GI_LV_HT_20181010_Q10,0,97,3
CO_GI_LV_LT_20181011_Q01,100,0,0
CO_GI_LV_LT_20181011_Q02,47,53,0
CO_GI_LV_LT_20181011_Q03,74,26,0
CO_GI_LV_LT_20181011_Q04,88,12,0
CO_GI_LV_LT_20181011_Q05,90,10,0
CO_GI_LV_LT_20181011_Q06,100,0,0
CO_GI_LV_LT_20181011_Q07,89,11,0
CO_GI_LV_LT_20181011_Q08,85,15,0
CO_GI_LV_LT_20181011_Q09,54,46,0
CO_GI_LV_LT_20181011_Q10,97,3,0
CO_GI_LV_MT_20181010_Q01,13,83,4
CO_GI_LV_MT_20181010_Q02,38,55,7
CO_GI_LV_MT_20181010_Q03,79,21,0
CO_GI_LV_MT_20181010_Q04,40,60,0
CO_GI_LV_MT_20181010_Q05,27,73,0
CO_GI_LV_MT_20181010_Q06,15,85,0
CO_GI_LV_MT_20181010_Q07,5,95,0
CO_GI_LV_MT_20181010_Q08,6,94,0
CO_GI_LV_MT_20181010_Q09,6,94,0
CO_GI_LV_MT_20181010_Q10,18,73,9
CO_GI_PV_HT_20181012_Q01,0,100,0
CO_GI_PV_HT_20181012_Q02,0,100,0
CO_GI_PV_HT_20181012_Q03,0,99,1
CO_GI_PV_HT_20181012_Q04,0,100,0
CO_GI_PV_HT_20181012_Q05,0,99,1
CO_GI_PV_HT_20181012_Q06,0,98,2
CO_GI_PV_HT_20181012_Q07,0,98,2
CO_GI_PV_HT_20181012_Q08,2,98,0
CO_GI_PV_HT_20181012_Q09,0,100,0
CO_GI_PV_HT_20181012_Q10,0,100,0
CO_GI_PV_LT_20181012_Q01,23,77,0
CO_GI_PV_LT_20181012_Q02,35,64,1
CO_GI_PV_LT_20181012_Q03,41,59,0
CO_GI_PV_LT_20181012_Q04,28,72,0
CO_GI_PV_LT_20181012_Q05,12,86,2
CO_GI_PV_LT_20181012_Q06,21,79,0
CO_GI_PV_LT_20181012_Q07,61,39,0
CO_GI_PV_LT_20181012_Q08,63,37,0
CO_GI_PV_LT_20181012_Q09,79,21,0
CO_GI_PV_LT_20181012_Q10,66,34,0
CO_GI_PV_MT_20181012_Q01,2,50,48
CO_GI_PV_MT_20181012_Q02,0,98,2
CO_GI_PV_MT_20181012_Q03,0,14,86
CO_GI_PV_MT_20181012_Q04,55,39,6
CO_GI_PV_MT_20181012_Q05,13,82,5
CO_GI_PV_MT_20181012_Q06,1,99,0
CO_GI_PV_MT_20181012_Q07,16,76,8
CO_GI_PV_MT_20181012_Q08,25,50,25
CO_GI_PV_MT_20181012_Q09,7,65,28
CO_GI_PV_MT_20181012_Q10,19,65,16
EC_SX_CD_HT_20190327_Q01,0,100,0
EC_SX_CD_HT_20190327_Q02,0,100,0
EC_SX_CD_HT_20190327_Q03,0,100,0
EC_SX_CD_HT_20190327_Q04,0,100,0
EC_SX_CD_HT_20190327_Q05,0,100,0
EC_SX_CD_HT_20190327_Q06,0,100,0
EC_SX_CD_HT_20190327_Q07,0,100,0
EC_SX_CD_HT_20190327_Q08,2,98,0
EC_SX_CD_HT_20190327_Q09,8,92,0
EC_SX_CD_HT_20190327_Q10,7,93,0
EC_SX_CD_LT_20190327_Q01,8,89,3
EC_SX_CD_LT_20190327_Q02,11,89,0
EC_SX_CD_LT_20190327_Q03,5,95,0
EC_SX_CD_LT_20190327_Q04,3,97,0
EC_SX_CD_LT_20190327_Q05,14,86,0
EC_SX_CD_LT_20190327_Q06,3,91,6
EC_SX_CD_LT_20190327_Q07,24,76,0
EC_SX_CD_LT_20190327_Q08,53,47,0
EC_SX_CD_LT_20190327_Q09,27,63,9
EC_SX_CD_LT_20190327_Q10,21,79,0
EC_SX_CD_MT_20190327_Q01,6,94,0
EC_SX_CD_MT_20190327_Q02,1,99,0
EC_SX_CD_MT_20190327_Q03,2,98,0
EC_SX_CD_MT_20190327_Q04,4,96,0
EC_SX_CD_MT_20190327_Q05,0,100,0
EC_SX_CD_MT_20190327_Q06,2,98,0
EC_SX_CD_MT_20190327_Q07,10,90,0
EC_SX_CD_MT_20190327_Q08,5,95,0
EC_SX_CD_MT_20190327_Q09,0,100,0
EC_SX_CD_MT_20190327_Q10,0,98,2
EC_SX_RA_HT_20190328_Q01,0,100,0
EC_SX_RA_HT_20190328_Q02,0,100,0
EC_SX_RA_HT_20190328_Q03,0,100,0
EC_SX_RA_HT_20190328_Q04,0,100,0
EC_SX_RA_HT_20190328_Q05,0,100,0
EC_SX_RA_HT_20190328_Q06,0,100,0
EC_SX_RA_HT_20190328_Q07,0,100,0
EC_SX_RA_HT_20190328_Q08,0,100,0
EC_SX_RA_HT_20190328_Q09,0,100,0
EC_SX_RA_HT_20190328_Q10,0,100,0
EC_SX_RA_LT_20190328_Q01,40,60,0
EC_SX_RA_LT_20190328_Q02,9,91,0
EC_SX_RA_LT_20190328_Q03,4,90,6
EC_SX_RA_LT_20190328_Q04,6,90,4
EC_SX_RA_LT_20190328_Q05,5,94,1
EC_SX_RA_LT_20190328_Q06,83,16,1
EC_SX_RA_LT_20190328_Q07,20,80,0
EC_SX_RA_LT_20190328_Q08,70,27,3
EC_SX_RA_LT_20190328_Q09,19,79,2
EC_SX_RA_LT_20190328_Q10,82,18,0
EC_SX_RA_MT_20190328_Q01,75,25,0
EC_SX_RA_MT_20190328_Q02,0,100,0
EC_SX_RA_MT_20190328_Q03,30,70,0
EC_SX_RA_MT_20190328_Q04,3,97,0
EC_SX_RA_MT_20190328_Q05,0,100,0
EC_SX_RA_MT_20190328_Q06,8,92,0
EC_SX_RA_MT_20190328_Q07,0,100,0
EC_SX_RA_MT_20190328_Q08,17,74,9
EC_SX_RA_MT_20190328_Q09,87,13,0
EC_SX_RA_MT_20190328_Q10,50,50,0
EC_SX_TO_HT_20190329_Q01,0,100,0
EC_SX_TO_HT_20190329_Q02,0,100,0
EC_SX_TO_HT_20190329_Q03,0,100,0
EC_SX_TO_HT_20190329_Q04,0,100,0
EC_SX_TO_HT_20190329_Q05,0,100,0
EC_SX_TO_HT_20190329_Q06,0,100,0
EC_SX_TO_HT_20190329_Q07,0,100,0
EC_SX_TO_HT_20190329_Q08,0,100,0
EC_SX_TO_HT_20190329_Q09,0,100,0
EC_SX_TO_HT_20190329_Q10,0,100,0
EC_SX_TO_LT_20190329_Q01,19,80,1
EC_SX_TO_LT_20190329_Q02,18,82,0
EC_SX_TO_LT_20190329_Q03,29,71,0
EC_SX_TO_LT_20190329_Q04,18,82,0
EC_SX_TO_LT_20190329_Q05,38,61,1
EC_SX_TO_LT_20190329_Q06,56,44,0
EC_SX_TO_LT_20190329_Q07,14,86,0
EC_SX_TO_LT_20190329_Q08,23,75,2
EC_SX_TO_LT_20190329_Q09,26,71,3
EC_SX_TO_LT_20190329_Q10,9,91,0
EC_SX_TO_MT_20190329_Q01,33,66,1
EC_SX_TO_MT_20190329_Q02,17,83,0
EC_SX_TO_MT_20190329_Q03,61,39,0
EC_SX_TO_MT_20190329_Q04,69,31,0
EC_SX_TO_MT_20190329_Q05,60,40,0
EC_SX_TO_MT_20190329_Q06,58,42,0
EC_SX_TO_MT_20190329_Q07,70,30,0
EC_SX_TO_MT_20190329_Q08,76,24,0
EC_SX_TO_MT_20190329_Q09,33,67,0
EC_SX_TO_MT_20190329_Q10,94,6,0
