Name,ALGAE,SUBSTRATE,INVERTEBRATES
AR_PM_PE_MT_20181025_Q10,4,1,95
AR_PM_PL_HT_20181026_Q01,7,92,1
AR_PM_PL_HT_20181026_Q02,12,88,0
AR_PM_PL_HT_20181026_Q03,7,93,0
AR_PM_PL_HT_20181026_Q04,6,93,1
AR_PM_PL_HT_20181026_Q05,11,88,1
AR_PM_PL_HT_20181026_Q06,27,73,0
AR_PM_PL_HT_20181026_Q07,39,61,0
AR_PM_PL_HT_20181026_Q08,79,21,0
AR_PM_PL_HT_20181026_Q09,64,36,0
AR_PM_PL_HT_20181026_Q10,45,55,0
AR_PM_PL_LT_20181026_Q01,100,0,0
AR_PM_PL_LT_20181026_Q02,100,0,0
AR_PM_PL_LT_20181026_Q03,100,0,0
AR_PM_PL_LT_20181026_Q04,98,2,0
AR_PM_PL_LT_20181026_Q05,99,1,0
AR_PM_PL_LT_20181026_Q06,100,0,0
AR_PM_PL_LT_20181026_Q07,100,0,0
AR_PM_PL_LT_20181026_Q08,97,2,1
AR_PM_PL_LT_20181026_Q09,100,0,0
AR_PM_PL_LT_20181026_Q10,92,4,3
AR_PM_PL_MT_20181026_Q01,25,2,73
AR_PM_PL_MT_20181026_Q02,30,6,64
AR_PM_PL_MT_20181026_Q03,38,22,40
AR_PM_PL_MT_20181026_Q04,37,13,50
AR_PM_PL_MT_20181026_Q05,11,0,89
AR_PM_PL_MT_20181026_Q06,11,7,82
AR_PM_PL_MT_20181026_Q07,24,1,75
AR_PM_PL_MT_20181026_Q08,5,1,94
AR_PM_PL_MT_20181026_Q09,7,0,93
AR_PM_PL_MT_20181026_Q10,6,4,90
CO_GI_LM_HT_20181014_Q01,0,100,0
CO_GI_LM_HT_20181014_Q02,0,100,0
CO_GI_LM_HT_20181014_Q03,0,99,1
CO_GI_LM_HT_20181014_Q04,0,99,1
CO_GI_LM_HT_20181014_Q05,0,100,0
CO_GI_LM_HT_20181014_Q06,0,99,0
CO_GI_LM_HT_20181014_Q07,0,100,0
CO_GI_LM_HT_20181014_Q08,0,100,0
CO_GI_LM_HT_20181014_Q09,0,97,3
CO_GI_LM_HT_20181014_Q10,0,99,1
CO_GI_LM_LT_20181014_Q01,1,98,1
CO_GI_LM_LT_20181014_Q02,8,92,0
CO_GI_LM_LT_20181014_Q03,26,74,0
CO_GI_LM_LT_20181014_Q04,2,98,0
CO_GI_LM_LT_20181014_Q05,31,68,1
CO_GI_LM_LT_20181014_Q06,20,80,0
CO_GI_LM_LT_20181014_Q07,26,73,0
CO_GI_LM_LT_20181014_Q08,30,70,0
CO_GI_LM_LT_20181014_Q09,0,100,0
CO_GI_LM_LT_20181014_Q10,36,64,0
CO_GI_LM_MT_20181014_Q01,0,100,0
CO_GI_LM_MT_20181014_Q02,1,98,1
CO_GI_LM_MT_20181014_Q03,7,93,0
CO_GI_LM_MT_20181014_Q04,3,97,0
CO_GI_LM_MT_20181014_Q05,0,100,0
CO_GI_LM_MT_20181014_Q06,2,98,0
CO_GI_LM_MT_20181014_Q07,14,86,0
CO_GI_LM_MT_20181014_Q08,16,84,0
CO_GI_LM_MT_20181014_Q09,23,77,0
CO_GI_LM_MT_20181014_Q10,46,54,0
CO_GI_LV_HT_20181010_Q01,2,98,0
CO_GI_LV_HT_20181010_Q02,0,100,0
CO_GI_LV_HT_20181010_Q03,0,96,4
CO_GI_LV_HT_20181010_Q04,0,88,3
CO_GI_LV_HT_20181010_Q05,0,100,0
CO_GI_LV_HT_20181010_Q06,0,97,3
CO_GI_LV_HT_20181010_Q07,0,99,1
CO_GI_LV_HT_20181010_Q08,0,99,1
CO_GI_LV_HT_20181010_Q09,0,100,0
CO_GI_LV_HT_20181010_Q10,0,99,1
CO_GI_LV_LT_20181011_Q01,78,22,0
CO_GI_LV_LT_20181011_Q02,52,48,0
CO_GI_LV_LT_20181011_Q03,81,19,0
CO_GI_LV_LT_20181011_Q04,79,21,0
CO_GI_LV_LT_20181011_Q05,80,20,0
CO_GI_LV_LT_20181011_Q06,96,2,0
CO_GI_LV_LT_20181011_Q07,97,3,0
CO_GI_LV_LT_20181011_Q08,82,18,0
CO_GI_LV_LT_20181011_Q09,58,39,0
CO_GI_LV_LT_20181011_Q10,100,0,0
CO_GI_LV_MT_20181010_Q01,7,91,2
CO_GI_LV_MT_20181010_Q02,36,60,4
CO_GI_LV_MT_20181010_Q03,77,23,0
CO_GI_LV_MT_20181010_Q04,39,61,0
CO_GI_LV_MT_20181010_Q05,47,53,0
CO_GI_LV_MT_20181010_Q06,32,68,0
CO_GI_LV_MT_20181010_Q07,21,79,0
CO_GI_LV_MT_20181010_Q08,24,76,0
CO_GI_LV_MT_20181010_Q09,8,92,0
CO_GI_LV_MT_20181010_Q10,18,76,6
CO_GI_PV_HT_20181012_Q01,0,100,0
CO_GI_PV_HT_20181012_Q02,0,100,0
CO_GI_PV_HT_20181012_Q03,0,98,2
CO_GI_PV_HT_20181012_Q04,0,100,0
CO_GI_PV_HT_20181012_Q05,0,99,1
CO_GI_PV_HT_20181012_Q06,0,99,1
CO_GI_PV_HT_20181012_Q07,0,99,1
CO_GI_PV_HT_20181012_Q08,0,99,0
CO_GI_PV_HT_20181012_Q09,0,100,0
CO_GI_PV_HT_20181012_Q10,0,100,0
CO_GI_PV_LT_20181012_Q01,10,84,6
CO_GI_PV_LT_20181012_Q02,11,89,0
CO_GI_PV_LT_20181012_Q03,1,99,0
CO_GI_PV_LT_20181012_Q04,15,85,0
CO_GI_PV_LT_20181012_Q05,24,75,1
CO_GI_PV_LT_20181012_Q06,12,88,0
CO_GI_PV_LT_20181012_Q07,40,60,0
CO_GI_PV_LT_20181012_Q08,29,71,0
CO_GI_PV_LT_20181012_Q09,32,68,0
CO_GI_PV_LT_20181012_Q10,59,41,0
CO_GI_PV_MT_20181012_Q01,0,59,41
CO_GI_PV_MT_20181012_Q02,0,100,0
CO_GI_PV_MT_20181012_Q03,7,25,68
CO_GI_PV_MT_20181012_Q04,36,56,8
CO_GI_PV_MT_20181012_Q05,12,82,6
CO_GI_PV_MT_20181012_Q06,0,100,0
CO_GI_PV_MT_20181012_Q07,33,50,17
CO_GI_PV_MT_20181012_Q08,29,51,20
CO_GI_PV_MT_20181012_Q09,15,59,25
CO_GI_PV_MT_20181012_Q10,8,79,13
EC_SX_CD_HT_20190327_Q01,0,100,0
EC_SX_CD_HT_20190327_Q02,0,100,0
EC_SX_CD_HT_20190327_Q03,0,100,0
EC_SX_CD_HT_20190327_Q04,0,100,0
EC_SX_CD_HT_20190327_Q05,0,100,0
EC_SX_CD_HT_20190327_Q06,0,100,0
EC_SX_CD_HT_20190327_Q07,0,100,0
EC_SX_CD_HT_20190327_Q08,0,100,0
EC_SX_CD_HT_20190327_Q09,0,96,0
EC_SX_CD_HT_20190327_Q10,3,92,0
EC_SX_CD_LT_20190327_Q01,6,89,0
EC_SX_CD_LT_20190327_Q02,5,85,0
EC_SX_CD_LT_20190327_Q03,4,96,0
EC_SX_CD_LT_20190327_Q04,2,98,0
EC_SX_CD_LT_20190327_Q05,11,86,0
EC_SX_CD_LT_20190327_Q06,2,89,0
EC_SX_CD_LT_20190327_Q07,17,78,0
EC_SX_CD_LT_20190327_Q08,42,58,0
EC_SX_CD_LT_20190327_Q09,16,76,8
EC_SX_CD_LT_20190327_Q10,24,74,0
EC_SX_CD_MT_20190327_Q01,6,94,0
EC_SX_CD_MT_20190327_Q02,0,100,0
EC_SX_CD_MT_20190327_Q03,2,98,0
EC_SX_CD_MT_20190327_Q04,0,98,0
EC_SX_CD_MT_20190327_Q05,2,98,0
EC_SX_CD_MT_20190327_Q06,0,100,0
EC_SX_CD_MT_20190327_Q07,3,97,0
EC_SX_CD_MT_20190327_Q08,2,98,0
EC_SX_CD_MT_20190327_Q09,0,100,0
EC_SX_CD_MT_20190327_Q10,2,97,0
EC_SX_RA_HT_20190328_Q01,0,100,0
EC_SX_RA_HT_20190328_Q02,0,100,0
EC_SX_RA_HT_20190328_Q03,0,100,0
EC_SX_RA_HT_20190328_Q04,0,100,0
EC_SX_RA_HT_20190328_Q05,0,100,0
EC_SX_RA_HT_20190328_Q06,0,100,0
EC_SX_RA_HT_20190328_Q07,0,100,0
EC_SX_RA_HT_20190328_Q08,0,100,0
EC_SX_RA_HT_20190328_Q09,0,100,0
EC_SX_RA_HT_20190328_Q10,0,100,0
EC_SX_RA_LT_20190328_Q01,43,57,0
EC_SX_RA_LT_20190328_Q02,7,93,0
EC_SX_RA_LT_20190328_Q03,3,93,4
EC_SX_RA_LT_20190328_Q04,7,79,1
EC_SX_RA_LT_20190328_Q05,8,91,0
EC_SX_RA_LT_20190328_Q06,63,37,0
EC_SX_RA_LT_20190328_Q07,18,78,0
EC_SX_RA_LT_20190328_Q08,40,55,0
EC_SX_RA_LT_20190328_Q09,15,84,1
EC_SX_RA_LT_20190328_Q10,84,16,0
EC_SX_RA_MT_20190328_Q01,74,26,0
EC_SX_RA_MT_20190328_Q02,4,96,0
EC_SX_RA_MT_20190328_Q03,48,50,0
EC_SX_RA_MT_20190328_Q04,2,98,0
EC_SX_RA_MT_20190328_Q05,0,100,0
EC_SX_RA_MT_20190328_Q06,6,94,0
EC_SX_RA_MT_20190328_Q07,0,100,0
EC_SX_RA_MT_20190328_Q08,52,43,0
EC_SX_RA_MT_20190328_Q09,86,13,0
EC_SX_RA_MT_20190328_Q10,45,55,0
EC_SX_TO_HT_20190329_Q01,0,100,0
EC_SX_TO_HT_20190329_Q02,0,100,0
EC_SX_TO_HT_20190329_Q03,0,100,0
EC_SX_TO_HT_20190329_Q04,0,100,0
EC_SX_TO_HT_20190329_Q05,0,100,0
EC_SX_TO_HT_20190329_Q06,0,100,0
EC_SX_TO_HT_20190329_Q07,0,100,0
EC_SX_TO_HT_20190329_Q08,0,100,0
EC_SX_TO_HT_20190329_Q09,0,100,0
EC_SX_TO_HT_20190329_Q10,0,100,0
EC_SX_TO_LT_20190329_Q01,15,84,0
EC_SX_TO_LT_20190329_Q02,14,86,0
EC_SX_TO_LT_20190329_Q03,24,70,0
EC_SX_TO_LT_20190329_Q04,16,77,0
EC_SX_TO_LT_20190329_Q05,30,69,0
EC_SX_TO_LT_20190329_Q06,45,50,0
EC_SX_TO_LT_20190329_Q07,11,89,0
EC_SX_TO_LT_20190329_Q08,18,79,0
EC_SX_TO_LT_20190329_Q09,21,69,0
EC_SX_TO_LT_20190329_Q10,6,94,0
EC_SX_TO_MT_20190329_Q01,26,74,0
EC_SX_TO_MT_20190329_Q02,12,87,0
EC_SX_TO_MT_20190329_Q03,49,51,0
EC_SX_TO_MT_20190329_Q04,82,18,0
EC_SX_TO_MT_20190329_Q05,48,52,0
EC_SX_TO_MT_20190329_Q06,54,46,0
EC_SX_TO_MT_20190329_Q07,68,32,0
EC_SX_TO_MT_20190329_Q08,75,25,0
EC_SX_TO_MT_20190329_Q09,51,49,0
EC_SX_TO_MT_20190329_Q10,91,9,0
USMAMH201807_138_low_(2),88,1,4
USMAMH201807_139_low_(2),90,2,5
USMAMH201807_419_low_(2),78,11,9
USMAMH201807_445_high_(3),11,80,9
USMAMH201807_503_high_(3),95,0,1
USMAMH201807_518_low_(2),100,0,0
USMAMH201807_552_low_(2),66,7,26
USMAMH201807_592_low_(2),98,1,0
USMAMH201807_593_low_(2),86,1,13
USMAMH201807_594_low_(3),66,6,25
USMAMH201807_595_high_(3),76,21,2
USMAMH201807_596_low_(2),23,42,34
USMAMH201807_598_high_(2),92,1,2
USMAMH201807_599_high_(3),88,0,0
USMAMH201807_600_high_(3),14,68,17
USMAMH201905_139_low_(3),84,4,12
USMAMH201905_442_high_(2),2,90,8
USMAMH201905_445_high_(3),15,75,10
USMAMH201905_466_high_(2),84,3,2
USMAMH201905_503_high_(2),76,11,13
USMAMH201905_552_low_(5),23,14,52
USMAMH201905_596_low_(3),16,70,13
USMAMH201905_598_high_(3),46,32,22
USMAMH201905_599_high_(3),48,13,6
USMAMH201905_600_high_(2),12,80,8
USMAPH201807_405_low_(4),72,10,18
USMAPH201807_422_high_,41,25,34
USMAPH201807_426_high_,63,5,32
USMAPH201807_428_high_(2),79,2,19
USMAPH201807_441_low_(2),100,0,0
USMAPH201807_444_low_(2),35,36,29
USMAPH201807_450_low_(1),26,44,30
USMAPH201807_461_low_(2),99,0,1
USMAPH201807_483_high_(4),60,2,37
USMAPH201807_494_low_(1),62,16,20
USMAPH201807_499_high_,24,36,38
USMAPH201807_529_high_,54,11,35
USMAPH201905_422_high_(2),88,1,11
USMAPH201905_426_high_(2),28,26,45
USMAPH201905_441_low_(2),79,12,9
USMAPH201905_450_low_(2),28,36,35
USMAPH201905_455_low_(2),60,12,28
USMAPH201905_461_low_(3),24,17,58
USMAPH201905_469_high_(2),10,70,20
USMAPH201905_494_low_(2),79,10,10
USMAPH201905_499_high_(2),19,22,54
USMECH201808_190_low_(2),51,5,44
USMECH201808_191_low_(2),72,3,12
USMECH201808_192_low_(2),80,4,16
USMECH201808_195_low_(3),0,14,86
USMECH201808_198_high_(2),98,1,1
USMECH201808_564_low_(3),77,9,14
USMECH201905_190_low_(2),70,1,29
USMECH201905_191_low_(2),46,23,31
USMECH201905_192_low_(2),44,0,56
USMECH201905_193_low_(3),69,4,27
USMECH201905_194_low_(2),16,5,79
USMECH201905_195_low_(2),3,1,96
USMECH201905_196_high_(2),26,24,49
USMECH201905_198_high_(2),68,21,11
USMECH201905_199_high_(2),58,16,20
USMECH201905_200_high_(2),28,3,12
USMECH201905_564_low_(1),44,1,55
USMEGS201807_107_low_(3),33,45,19
USMEGS201807_133_low_(2),91,2,0
USMEGS201807_134_high_(3),61,1,38
USMEGS201807_135_high_(3),35,4,61
USMEGS201807_159_high_(2),96,2,2
USMEGS201807_160_high_(2),90,0,10
USMEGS201807_166_high_(2),6,8,85
USMEGS201807_186_high_(2),43,15,42
USMEGS201807_187_high_(2),0,7,93
USMEGS201807_94_low_(2),100,0,0
USMEGS201807_98_low_(3),91,2,7
USMEGS201807_99_low_(2),94,2,4
USMEGS201808_107_low_(3),24,65,11
USMEGS201808_133_low_(4),87,5,6
USMEGS201808_134_high_(2),93,0,7
USMEGS201808_135_high_(2),72,4,24
USMEGS201808_159_high_(2),89,1,10
USMEGS201808_160_high_(2),99,0,1
USMEGS201808_165_high_(3),1,13,85
USMEGS201808_166_high_(2),10,8,81
USMEGS201808_186_high_(1),94,2,4
USMEGS201808_94_low_(2),97,1,2
USMEGS201808_99_low_(3),37,29,34
USMEGS201905_107_low_(2),29,29,42
USMEGS201905_134_high_(3),75,10,15
USMEGS201905_160_high_(2),79,0,19
USMEGS201905_165_high_(2),22,9,69
USMEGS201905_187_high_(2),1,7,92
USMEGS201905_99_low_(2),79,4,17
